sex,race,age,county,total
male,black,65-74,19139,21
male,black,75+,19139,0
male,other,0-17,19139,1129
male,other,18-34,19139,848
male,other,35-64,19139,1108
male,other,65-74,19139,234
male,other,75+,19139,90
male,white,0-17,19139,3857
male,white,18-34,19139,3410
male,white,35-64,19139,6915
male,white,65-74,19139,1985
male,white,75+,19139,1116
female,black,0-17,19141,51
female,black,18-34,19141,35
female,black,35-64,19141,7
female,black,65-74,19141,0
female,black,75+,19141,0
female,other,0-17,19141,314
female,other,18-34,19141,201
female,other,35-64,19141,211
female,other,65-74,19141,6
female,other,75+,19141,0
female,white,0-17,19141,1328
female,white,18-34,19141,1052
female,white,35-64,19141,2224
female,white,65-74,19141,776
female,white,75+,19141,863
male,black,0-17,19141,36
male,black,18-34,19141,17
male,black,35-64,19141,40
male,black,65-74,19141,0
male,black,75+,19141,0
male,other,0-17,19141,226
male,other,18-34,19141,152
male,other,35-64,19141,123
male,other,65-74,19141,2
male,other,75+,19141,0
male,white,0-17,19141,1483
male,white,18-34,19141,1250
male,white,35-64,19141,2380
male,white,65-74,19141,785
male,white,75+,19141,541
female,black,0-17,19143,0
female,black,18-34,19143,0
female,black,35-64,19143,17
female,black,65-74,19143,0
female,black,75+,19143,0
female,other,0-17,19143,90
female,other,18-34,19143,23
female,other,35-64,19143,63
female,other,65-74,19143,6
female,other,75+,19143,1
female,white,0-17,19143,569
female,white,18-34,19143,413
female,white,35-64,19143,988
female,white,65-74,19143,335
female,white,75+,19143,374
male,black,0-17,19143,0
male,black,18-34,19143,17
male,black,35-64,19143,12
male,black,65-74,19143,0
male,black,75+,19143,0
male,other,0-17,19143,121
male,other,18-34,19143,86
male,other,35-64,19143,159
male,other,65-74,19143,10
male,other,75+,19143,25
male,white,0-17,19143,656
male,white,18-34,19143,508
male,white,35-64,19143,1045
male,white,65-74,19143,358
male,white,75+,19143,238
female,black,0-17,19145,0
female,black,18-34,19145,0
female,black,35-64,19145,32
female,black,65-74,19145,0
female,black,75+,19145,0
female,other,0-17,19145,214
female,other,18-34,19145,54
female,other,35-64,19145,95
female,other,65-74,19145,16
female,other,75+,19145,8
female,white,0-17,19145,1184
female,white,18-34,19145,1060
female,white,35-64,19145,2570
female,white,65-74,19145,1003
female,white,75+,19145,898
male,black,0-17,19145,54
male,black,18-34,19145,82
male,black,35-64,19145,106
male,black,65-74,19145,0
male,black,75+,19145,5
male,other,0-17,19145,141
male,other,18-34,19145,105
male,other,35-64,19145,169
male,other,65-74,19145,27
male,other,75+,19145,11
male,white,0-17,19145,1315
male,white,18-34,19145,1438
male,white,35-64,19145,2940
male,white,65-74,19145,983
male,white,75+,19145,658
female,black,0-17,19147,17
female,black,18-34,19147,20
female,black,35-64,19147,7
female,black,65-74,19147,0
female,black,75+,19147,0
female,other,0-17,19147,129
female,other,18-34,19147,73
female,other,35-64,19147,67
female,other,65-74,19147,2
female,other,75+,19147,0
female,white,0-17,19147,867
female,white,18-34,19147,691
female,white,35-64,19147,1484
female,white,65-74,19147,542
female,white,75+,19147,535
male,black,0-17,19147,18
male,black,18-34,19147,22
male,black,35-64,19147,70
male,black,65-74,19147,1
male,black,75+,19147,0
male,other,0-17,19147,148
male,other,18-34,19147,72
male,other,35-64,19147,17
male,other,65-74,19147,0
male,other,75+,19147,0
male,white,0-17,19147,908
male,white,18-34,19147,812
male,white,35-64,19147,1531
male,white,65-74,19147,527
male,white,75+,19147,342
female,black,0-17,19149,148
female,black,18-34,19149,84
female,black,35-64,19149,35
female,black,65-74,19149,58
female,black,75+,19149,0
female,other,0-17,19149,318
female,other,18-34,19149,224
female,other,35-64,19149,264
female,other,65-74,19149,7
female,other,75+,19149,0
female,white,0-17,19149,2627
female,white,18-34,19149,1879
female,white,35-64,19149,4373
female,white,65-74,19149,1387
female,white,75+,19149,1203
male,black,0-17,19149,87
male,black,18-34,19149,71
male,black,35-64,19149,124
male,black,65-74,19149,0
male,black,75+,19149,0
male,other,0-17,19149,384
male,other,18-34,19149,160
male,other,35-64,19149,419
male,other,65-74,19149,11
male,other,75+,19149,35
male,white,0-17,19149,2847
male,white,18-34,19149,2183
male,white,35-64,19149,4516
male,white,65-74,19149,1388
male,white,75+,19149,867
female,black,0-17,19151,28
female,black,18-34,19151,2
female,black,35-64,19151,1
female,black,65-74,19151,0
female,black,75+,19151,7
female,other,0-17,19151,93
female,other,18-34,19151,110
female,other,35-64,19151,49
female,other,65-74,19151,3
female,other,75+,19151,4
female,white,0-17,19151,729
female,white,18-34,19151,469
female,white,35-64,19151,1164
female,white,65-74,19151,422
female,white,75+,19151,449
male,black,0-17,19151,7
male,black,18-34,19151,4
male,black,35-64,19151,25
male,black,65-74,19151,0
male,black,75+,19151,0
male,other,0-17,19151,52
male,other,18-34,19151,119
male,other,35-64,19151,67
male,other,65-74,19151,10
male,other,75+,19151,0
male,white,0-17,19151,713
male,white,18-34,19151,526
male,white,35-64,19151,1232
male,white,65-74,19151,451
male,white,75+,19151,304
female,black,0-17,19153,6483
female,black,18-34,19153,5018
female,black,35-64,19153,5180
female,black,65-74,19153,767
female,black,75+,19153,349
female,other,0-17,19153,12888
female,other,18-34,19153,10231
female,other,35-64,19153,11220
female,other,65-74,19153,1208
female,other,75+,19153,448
female,white,0-17,19153,40746
female,white,18-34,19153,43674
female,white,35-64,19153,76867
female,white,65-74,19153,20283
female,white,75+,19153,14892
male,black,0-17,19153,7119
male,black,18-34,19153,5138
male,black,35-64,19153,6444
male,black,65-74,19153,724
male,black,75+,19153,189
male,other,0-17,19153,12770
male,other,18-34,19153,10855
male,other,35-64,19153,11886
male,other,65-74,19153,1062
male,other,75+,19153,419
male,white,0-17,19153,42378
male,white,18-34,19153,43899
male,white,35-64,19153,76619
male,white,65-74,19153,17807
male,white,75+,19153,9878
female,black,0-17,19155,325
female,black,18-34,19155,198
female,black,35-64,19155,169
female,black,65-74,19155,11
female,black,75+,19155,22
female,other,0-17,19155,1255
female,other,18-34,19155,1148
female,other,35-64,19155,1254
female,other,65-74,19155,203
female,other,75+,19155,109
female,white,0-17,19155,8861
female,white,18-34,19155,8038
female,white,35-64,19155,16358
female,white,65-74,19155,5115
female,white,75+,19155,3851
male,black,0-17,19155,237
male,black,18-34,19155,312
male,black,35-64,19155,297
male,black,65-74,19155,138
male,black,75+,19155,0
male,other,0-17,19155,1687
male,other,18-34,19155,1212
male,other,35-64,19155,1364
male,other,65-74,19155,292
male,other,75+,19155,66
male,white,0-17,19155,9280
male,white,18-34,19155,8250
male,white,35-64,19155,16015
male,white,65-74,19155,4637
male,white,75+,19155,2703
female,black,0-17,19157,0
female,black,18-34,19157,79
female,black,35-64,19157,85
female,black,65-74,19157,0
female,black,75+,19157,0
female,other,0-17,19157,187
female,other,18-34,19157,241
female,other,35-64,19157,171
female,other,65-74,19157,3
female,other,75+,19157,46
female,white,0-17,19157,1629
female,white,18-34,19157,1918
female,white,35-64,19157,3075
female,white,65-74,19157,1082
female,white,75+,19157,1016
male,black,0-17,19157,1
male,black,18-34,19157,60
male,black,35-64,19157,1
male,black,65-74,19157,8
male,black,75+,19157,0
male,other,0-17,19157,109
male,other,18-34,19157,443
male,other,35-64,19157,121
male,other,65-74,19157,1
male,other,75+,19157,0
male,white,0-17,19157,1693
male,white,18-34,19157,1849
male,white,35-64,19157,3020
male,white,65-74,19157,1024
male,white,75+,19157,720
female,black,0-17,19159,0
female,black,18-34,19159,9
female,black,35-64,19159,0
female,black,65-74,19159,0
female,black,75+,19159,0
female,other,0-17,19159,18
female,other,18-34,19159,18
female,other,35-64,19159,84
female,other,65-74,19159,7
female,other,75+,19159,4
female,white,0-17,19159,464
female,white,18-34,19159,376
female,white,35-64,19159,813
female,white,65-74,19159,274
female,white,75+,19159,293
male,black,0-17,19159,0
male,black,18-34,19159,0
male,black,35-64,19159,0
male,black,65-74,19159,0
male,black,75+,19159,0
male,other,0-17,19159,21
male,other,18-34,19159,12
male,other,35-64,19159,5
male,other,65-74,19159,13
male,other,75+,19159,1
male,white,0-17,19159,578
male,white,18-34,19159,359
male,white,35-64,19159,830
male,white,65-74,19159,301
male,white,75+,19159,184
female,black,0-17,19161,10
female,black,18-34,19161,13
female,black,35-64,19161,8
female,black,65-74,19161,0
female,black,75+,19161,0
female,other,0-17,19161,36
female,other,18-34,19161,43
female,other,35-64,19161,49
female,other,65-74,19161,11
female,other,75+,19161,0
female,white,0-17,19161,978
female,white,18-34,19161,752
female,white,35-64,19161,1666
female,white,65-74,19161,630
female,white,75+,19161,596
male,black,0-17,19161,0
male,black,18-34,19161,4
male,black,35-64,19161,19
male,black,65-74,19161,0
male,black,75+,19161,0
male,other,0-17,19161,82
male,other,18-34,19161,73
male,other,35-64,19161,116
male,other,65-74,19161,24
male,other,75+,19161,4
male,white,0-17,19161,1066
male,white,18-34,19161,786
male,white,35-64,19161,1728
male,white,65-74,19161,648
male,white,75+,19161,417
female,black,0-17,19163,2162
female,black,18-34,19163,1593
female,black,35-64,19163,2084
female,black,65-74,19163,356
female,black,75+,19163,255
female,other,0-17,19163,3590
female,other,18-34,19163,2617
female,other,35-64,19163,3349
female,other,65-74,19163,338
female,other,75+,19163,300
female,white,0-17,19163,14323
female,white,18-34,19163,14182
female,white,35-64,19163,28069
female,white,65-74,19163,8428
female,white,75+,19163,6542
male,black,0-17,19163,2093
male,black,18-34,19163,1491
male,black,35-64,19163,1914
male,black,65-74,19163,325
male,black,75+,19163,171
male,other,0-17,19163,3765
male,other,18-34,19163,2931
male,other,35-64,19163,3576
male,other,65-74,19163,585
male,other,75+,19163,160
male,white,0-17,19163,14853
male,white,18-34,19163,13786
male,white,35-64,19163,28073
male,white,65-74,19163,7709
male,white,75+,19163,4682
female,black,0-17,19165,0
female,black,18-34,19165,1
female,black,35-64,19165,45
female,black,65-74,19165,0
female,black,75+,19165,0
female,other,0-17,19165,131
female,other,18-34,19165,104
female,other,35-64,19165,138
female,other,65-74,19165,21
female,other,75+,19165,3
female,white,0-17,19165,1156
female,white,18-34,19165,859
female,white,35-64,19165,2053
female,white,65-74,19165,714
female,white,75+,19165,707
male,black,0-17,19165,0
male,black,18-34,19165,1
male,black,35-64,19165,8
male,black,65-74,19165,0
male,black,75+,19165,0
male,other,0-17,19165,200
male,other,18-34,19165,41
male,other,35-64,19165,62
male,other,65-74,19165,2
male,other,75+,19165,38
male,white,0-17,19165,1199
male,white,18-34,19165,962
male,white,35-64,19165,2070
male,white,65-74,19165,702
male,white,75+,19165,540
female,black,0-17,19167,7
female,black,18-34,19167,23
female,black,35-64,19167,30
female,black,65-74,19167,0
female,black,75+,19167,0
female,other,0-17,19167,846
female,other,18-34,19167,589
female,other,35-64,19167,537
female,other,65-74,19167,5
female,other,75+,19167,48
female,white,0-17,19167,3967
female,white,18-34,19167,3662
female,white,35-64,19167,5126
female,white,65-74,19167,1511
female,white,75+,19167,1581
male,black,0-17,19167,67
male,black,18-34,19167,44
male,black,35-64,19167,41
male,black,65-74,19167,0
male,black,75+,19167,0
male,other,0-17,19167,720
male,other,18-34,19167,614
male,other,35-64,19167,794
male,other,65-74,19167,25
male,other,75+,19167,0
male,white,0-17,19167,4267
male,white,18-34,19167,3646
male,white,35-64,19167,5277
male,white,65-74,19167,1525
male,white,75+,19167,1032
female,black,0-17,19169,266
female,black,18-34,19169,518
female,black,35-64,19169,264
female,black,65-74,19169,25
female,black,75+,19169,31
female,other,0-17,19169,1595
female,other,18-34,19169,2939
female,other,35-64,19169,1607
female,other,65-74,19169,265
female,other,75+,19169,47
female,white,0-17,19169,6231
female,white,18-34,19169,15565
female,white,35-64,19169,11298
female,white,65-74,19169,3585
female,white,75+,19169,2915
male,black,0-17,19169,320
male,black,18-34,19169,787
male,black,35-64,19169,415
male,black,65-74,19169,41
male,black,75+,19169,12
male,other,0-17,19169,1307
male,other,18-34,19169,4459
male,other,35-64,19169,1688
male,other,65-74,19169,212
male,other,75+,19169,122
male,white,0-17,19169,6481
male,white,18-34,19169,18371
male,white,35-64,19169,11708
male,white,65-74,19169,3413
male,white,75+,19169,2105
female,black,0-17,19171,22
female,black,18-34,19171,43
female,black,35-64,19171,49
female,black,65-74,19171,0
female,black,75+,19171,0
female,other,0-17,19171,552
female,other,18-34,19171,303
female,other,35-64,19171,439
female,other,65-74,19171,88
female,other,75+,19171,47
female,white,0-17,19171,1371
female,white,18-34,19171,1102
female,white,35-64,19171,2685
female,white,65-74,19171,899
female,white,75+,19171,785
male,black,0-17,19171,27
male,black,18-34,19171,39
male,black,35-64,19171,13
male,black,65-74,19171,0
male,black,75+,19171,3
male,other,0-17,19171,597
male,other,18-34,19171,332
male,other,35-64,19171,488
male,other,65-74,19171,71
male,other,75+,19171,24
male,white,0-17,19171,1510
male,white,18-34,19171,1239
male,white,35-64,19171,2702
male,white,65-74,19171,952
male,white,75+,19171,600
female,black,0-17,19173,0
female,black,18-34,19173,0
female,black,35-64,19173,0
female,black,65-74,19173,0
female,black,75+,19173,0
female,other,0-17,19173,82
female,other,18-34,19173,37
female,other,35-64,19173,93
female,other,65-74,19173,5
female,other,75+,19173,27
female,white,0-17,19173,646
female,white,18-34,19173,412
female,white,35-64,19173,995
female,white,65-74,19173,348
female,white,75+,19173,317
male,black,0-17,19173,0
male,black,18-34,19173,7
male,black,35-64,19173,0
male,black,65-74,19173,0
male,black,75+,19173,0
male,other,0-17,19173,46
male,other,18-34,19173,95
male,other,35-64,19173,70
male,other,65-74,19173,1
male,other,75+,19173,4
male,white,0-17,19173,612
male,white,18-34,19173,456
male,white,35-64,19173,1015
male,white,65-74,19173,367
male,white,75+,19173,266
female,black,0-17,19175,18
female,black,18-34,19175,16
female,black,35-64,19175,4
female,black,65-74,19175,0
female,black,75+,19175,0
female,other,0-17,19175,209
female,other,18-34,19175,69
female,other,35-64,19175,47
female,other,65-74,19175,8
female,other,75+,19175,13
female,white,0-17,19175,1219
female,white,18-34,19175,1081
female,white,35-64,19175,2162
female,white,65-74,19175,709
female,white,75+,19175,620
male,black,0-17,19175,0
male,black,18-34,19175,13
male,black,35-64,19175,3
male,black,65-74,19175,1
male,black,75+,19175,0
male,other,0-17,19175,58
male,other,18-34,19175,94
male,other,35-64,19175,123
male,other,65-74,19175,19
male,other,75+,19175,4
male,white,0-17,19175,1354
male,white,18-34,19175,1040
male,white,35-64,19175,2056
male,white,65-74,19175,649
male,white,75+,19175,449
female,black,0-17,19177,0
female,black,18-34,19177,2
female,black,35-64,19177,3
female,black,65-74,19177,0
female,black,75+,19177,0
female,other,0-17,19177,23
female,other,18-34,19177,24
female,other,35-64,19177,36
female,other,65-74,19177,66
female,other,75+,19177,5
female,white,0-17,19177,765
female,white,18-34,19177,555
female,white,35-64,19177,1245
female,white,65-74,19177,452
female,white,75+,19177,363
male,black,0-17,19177,2
male,black,18-34,19177,4
male,black,35-64,19177,2
male,black,65-74,19177,2
male,black,75+,19177,0
male,other,0-17,19177,18
male,other,18-34,19177,20
male,other,35-64,19177,63
male,other,65-74,19177,6
male,other,75+,19177,28
male,white,0-17,19177,873
male,white,18-34,19177,585
male,white,35-64,19177,1334
male,white,65-74,19177,471
male,white,75+,19177,289
female,black,0-17,19179,170
female,black,18-34,19179,132
female,black,35-64,19179,81
female,black,65-74,19179,14
female,black,75+,19179,13
female,other,0-17,19179,689
female,other,18-34,19179,529
female,other,35-64,19179,980
female,other,65-74,19179,74
female,other,75+,19179,49
female,white,0-17,19179,3017
female,white,18-34,19179,2799
female,white,35-64,19179,5474
female,white,65-74,19179,1847
female,white,75+,19179,1476
male,black,0-17,19179,209
male,black,18-34,19179,250
male,black,35-64,19179,299
male,black,65-74,19179,20
male,black,75+,19179,3
male,other,0-17,19179,1024
male,other,18-34,19179,650
male,other,35-64,19179,823
male,other,65-74,19179,101
male,other,75+,19179,8
male,white,0-17,19179,3240
male,white,18-34,19179,2912
male,white,35-64,19179,5625
male,white,65-74,19179,1720
male,white,75+,19179,1037
female,black,0-17,19181,19
female,black,18-34,19181,5
female,black,35-64,19181,29
female,black,65-74,19181,18
female,black,75+,19181,13
female,other,0-17,19181,537
female,other,18-34,19181,375
female,other,35-64,19181,508
female,other,65-74,19181,21
female,other,75+,19181,6
female,white,0-17,19181,5801
female,white,18-34,19181,5093
female,white,35-64,19181,9763
female,white,65-74,19181,2621
female,white,75+,19181,2089
male,black,0-17,19181,25
male,black,18-34,19181,73
male,black,35-64,19181,178
male,black,65-74,19181,0
male,black,75+,19181,26
male,other,0-17,19181,668
male,other,18-34,19181,297
male,other,35-64,19181,431
male,other,65-74,19181,73
male,other,75+,19181,29
male,white,0-17,19181,6122
male,white,18-34,19181,5003
male,white,35-64,19181,9744
male,white,65-74,19181,2458
male,white,75+,19181,1459
female,black,0-17,19183,12
female,black,18-34,19183,28
female,black,35-64,19183,0
female,black,65-74,19183,0
female,black,75+,19183,0
female,other,0-17,19183,419
female,other,18-34,19183,235
female,other,35-64,19183,252
female,other,65-74,19183,24
female,other,75+,19183,36
female,white,0-17,19183,2313
female,white,18-34,19183,1831
female,white,35-64,19183,3816
female,white,65-74,19183,1243
female,white,75+,19183,1138
male,black,0-17,19183,0
male,black,18-34,19183,31
male,black,35-64,19183,72
male,black,65-74,19183,0
male,black,75+,19183,0
male,other,0-17,19183,336
male,other,18-34,19183,144
male,other,35-64,19183,333
male,other,65-74,19183,6
male,other,75+,19183,23
male,white,0-17,19183,2473
male,white,18-34,19183,1918
male,white,35-64,19183,3854
male,white,65-74,19183,1199
male,white,75+,19183,803
female,black,0-17,19185,0
female,black,18-34,19185,1
female,black,35-64,19185,0
female,black,65-74,19185,0
female,black,75+,19185,0
female,other,0-17,19185,106
female,other,18-34,19185,21
female,other,35-64,19185,57
female,other,65-74,19185,4
female,other,75+,19185,0
female,white,0-17,19185,758
female,white,18-34,19185,542
female,white,35-64,19185,1005
female,white,65-74,19185,354
female,white,75+,19185,396
male,black,0-17,19185,15
male,black,18-34,19185,0
male,black,35-64,19185,8
male,black,65-74,19185,0
male,black,75+,19185,0
male,other,0-17,19185,28
male,other,18-34,19185,18
male,other,35-64,19185,47
male,other,65-74,19185,41
male,other,75+,19185,3
male,white,0-17,19185,807
male,white,18-34,19185,530
male,white,35-64,19185,1115
male,white,65-74,19185,397
male,white,75+,19185,265
female,black,0-17,19187,49
female,black,18-34,19187,117
female,black,35-64,19187,180
female,black,65-74,19187,28
female,black,75+,19187,37
female,other,0-17,19187,779
female,other,18-34,19187,347
female,other,35-64,19187,315
female,other,65-74,19187,75
female,other,75+,19187,52
female,white,0-17,19187,3018
female,white,18-34,19187,3012
female,white,35-64,19187,5772
female,white,65-74,19187,1988
female,white,75+,19187,1790
male,black,0-17,19187,70
male,black,18-34,19187,423
male,black,35-64,19187,234
male,black,65-74,19187,12
male,black,75+,19187,13
male,other,0-17,19187,711
male,other,18-34,19187,632
male,other,35-64,19187,643
male,other,65-74,19187,43
male,other,75+,19187,53
male,white,0-17,19187,3245
male,white,18-34,19187,4014
male,white,35-64,19187,6029
male,white,65-74,19187,1958
male,white,75+,19187,1209
female,black,0-17,19189,2
female,black,18-34,19189,34
female,black,35-64,19189,0
female,black,65-74,19189,0
female,black,75+,19189,0
female,other,0-17,19189,110
female,other,18-34,19189,120
female,other,35-64,19189,71
female,other,65-74,19189,12
female,other,75+,19189,6
female,white,0-17,19189,1002
female,white,18-34,19189,889
female,white,35-64,19189,1763
female,white,65-74,19189,638
female,white,75+,19189,593
male,black,0-17,19189,0
male,black,18-34,19189,41
male,black,35-64,19189,21
male,black,65-74,19189,0
male,black,75+,19189,0
male,other,0-17,19189,181
male,other,18-34,19189,152
male,other,35-64,19189,186
male,other,65-74,19189,45
male,other,75+,19189,0
male,white,0-17,19189,1020
male,white,18-34,19189,994
male,white,35-64,19189,1766
male,white,65-74,19189,623
male,white,75+,19189,379
female,black,0-17,19191,0
female,black,18-34,19191,41
female,black,35-64,19191,1
female,black,65-74,19191,0
female,black,75+,19191,0
female,other,0-17,19191,54
female,other,18-34,19191,176
female,other,35-64,19191,104
female,other,65-74,19191,22
female,other,75+,19191,18
female,white,0-17,19191,1702
female,white,18-34,19191,2132
female,white,35-64,19191,3336
female,white,65-74,19191,1228
female,white,75+,19191,1049
male,black,0-17,19191,65
male,black,18-34,19191,29
male,black,35-64,19191,0
male,black,65-74,19191,0
male,black,75+,19191,0
male,other,0-17,19191,193
male,other,18-34,19191,201
male,other,35-64,19191,151
male,other,65-74,19191,73
male,other,75+,19191,0
male,white,0-17,19191,1776
male,white,18-34,19191,1995
male,white,35-64,19191,3499
male,white,65-74,19191,1291
male,white,75+,19191,836
female,black,0-17,19193,634
female,black,18-34,19193,695
female,black,35-64,19193,713
female,black,65-74,19193,64
female,black,75+,19193,36
female,other,0-17,19193,4192
female,other,18-34,19193,2775
female,other,35-64,19193,3335
female,other,65-74,19193,620
female,other,75+,19193,192
female,white,0-17,19193,8610
female,white,18-34,19193,8091
female,white,35-64,19193,14771
female,white,65-74,19193,4515
female,white,75+,19193,3477
male,black,0-17,19193,819
male,black,18-34,19193,639
male,black,35-64,19193,1102
male,black,65-74,19193,87
male,black,75+,19193,24
male,other,0-17,19193,4405
male,other,18-34,19193,3128
male,other,35-64,19193,3268
male,other,65-74,19193,503
male,other,75+,19193,154
male,white,0-17,19193,8760
male,white,18-34,19193,8417
male,white,35-64,19193,14962
male,white,65-74,19193,4331
male,white,75+,19193,2441
female,black,0-17,19195,14
female,black,18-34,19195,6
female,black,35-64,19195,7
female,black,65-74,19195,0
female,black,75+,19195,0
female,other,0-17,19195,34
female,other,18-34,19195,41
female,other,35-64,19195,16
female,other,65-74,19195,8
female,other,75+,19195,31
female,white,0-17,19195,671
female,white,18-34,19195,611
female,white,35-64,19195,1300
female,white,65-74,19195,448
female,white,75+,19195,366
male,black,0-17,19195,10
male,black,18-34,19195,21
male,black,35-64,19195,6
male,black,65-74,19195,0
male,black,75+,19195,0
male,other,0-17,19195,33
male,other,18-34,19195,50
male,other,35-64,19195,111
male,other,65-74,19195,6
male,other,75+,19195,0
male,white,0-17,19195,758
male,white,18-34,19195,597
male,white,35-64,19195,1438
male,white,65-74,19195,479
male,white,75+,19195,318
female,black,0-17,19197,21
female,black,18-34,19197,0
female,black,35-64,19197,0
female,black,65-74,19197,0
female,black,75+,19197,0
female,other,0-17,19197,353
female,other,18-34,19197,207
female,other,35-64,19197,261
female,other,65-74,19197,97
female,other,75+,19197,32
female,white,0-17,19197,1283
female,white,18-34,19197,806
female,white,35-64,19197,1931
female,white,65-74,19197,739
female,white,75+,19197,685
male,black,0-17,19197,0
male,black,18-34,19197,1
male,black,35-64,19197,1
male,black,65-74,19197,0
male,black,75+,19197,0
male,other,0-17,19197,508
male,other,18-34,19197,404
male,other,35-64,19197,202
male,other,65-74,19197,13
male,other,75+,19197,1
male,white,0-17,19197,1178
male,white,18-34,19197,898
male,white,35-64,19197,1929
male,white,65-74,19197,744
male,white,75+,19197,523
female,black,0-17,20001,34
female,black,18-34,20001,13
female,black,35-64,20001,34
female,black,65-74,20001,9
female,black,75+,20001,0
female,other,0-17,20001,128
female,other,18-34,20001,83
female,other,35-64,20001,212
female,other,65-74,20001,88
female,other,75+,20001,16
female,white,0-17,20001,1128
female,white,18-34,20001,1094
female,white,35-64,20001,2121
female,white,65-74,20001,745
female,white,75+,20001,622
male,black,0-17,20001,34
male,black,18-34,20001,57
male,black,35-64,20001,49
male,black,65-74,20001,6
male,black,75+,20001,0
male,other,0-17,20001,130
male,other,18-34,20001,106
male,other,35-64,20001,96
male,other,65-74,20001,9
male,other,75+,20001,13
male,white,0-17,20001,1313
male,white,18-34,20001,1163
male,white,35-64,20001,2102
male,white,65-74,20001,648
male,white,75+,20001,438
female,black,0-17,20003,0
female,black,18-34,20003,4
female,black,35-64,20003,18
female,black,65-74,20003,12
female,black,75+,20003,0
female,other,0-17,20003,261
female,other,18-34,20003,20
female,other,35-64,20003,52
female,other,65-74,20003,36
female,other,75+,20003,1
female,white,0-17,20003,927
female,white,18-34,20003,568
female,white,35-64,20003,1338
female,white,65-74,20003,407
female,white,75+,20003,411
male,black,0-17,20003,0
male,black,18-34,20003,4
male,black,35-64,20003,31
male,black,65-74,20003,0
male,black,75+,20003,0
male,other,0-17,20003,44
male,other,18-34,20003,73
male,other,35-64,20003,55
male,other,65-74,20003,8
male,other,75+,20003,0
male,white,0-17,20003,831
male,white,18-34,20003,630
male,white,35-64,20003,1342
male,white,65-74,20003,427
male,white,75+,20003,319
female,black,0-17,20005,164
female,black,18-34,20005,97
female,black,35-64,20005,67
female,black,65-74,20005,56
female,black,75+,20005,0
female,other,0-17,20005,153
female,other,18-34,20005,185
female,other,35-64,20005,217
female,other,65-74,20005,19
female,other,75+,20005,70
female,white,0-17,20005,1404
female,white,18-34,20005,1980
female,white,35-64,20005,2461
female,white,65-74,20005,741
female,white,75+,20005,709
male,black,0-17,20005,87
male,black,18-34,20005,94
male,black,35-64,20005,91
male,black,65-74,20005,34
male,black,75+,20005,8
male,other,0-17,20005,318
male,other,18-34,20005,209
male,other,35-64,20005,137
male,other,65-74,20005,27
male,other,75+,20005,0
male,white,0-17,20005,1456
male,white,18-34,20005,1743
male,white,35-64,20005,2485
male,white,65-74,20005,718
male,white,75+,20005,481
female,black,0-17,20007,0
female,black,18-34,20007,0
female,black,35-64,20007,0
female,black,65-74,20007,0
female,black,75+,20007,0
female,other,0-17,20007,14
female,other,18-34,20007,71
female,other,35-64,20007,35
female,other,65-74,20007,15
female,other,75+,20007,0
female,white,0-17,20007,437
female,white,18-34,20007,330
female,white,35-64,20007,628
female,white,65-74,20007,293
female,white,75+,20007,175
male,black,0-17,20007,1
male,black,18-34,20007,0
male,black,35-64,20007,6
male,black,65-74,20007,0
male,black,75+,20007,0
male,other,0-17,20007,59
male,other,18-34,20007,27
male,other,35-64,20007,65
male,other,65-74,20007,7
male,other,75+,20007,1
male,white,0-17,20007,524
male,white,18-34,20007,302
male,white,35-64,20007,691
male,white,65-74,20007,284
male,white,75+,20007,188
female,black,0-17,20009,3
female,black,18-34,20009,20
female,black,35-64,20009,0
female,black,65-74,20009,10
female,black,75+,20009,13
female,other,0-17,20009,757
female,other,18-34,20009,767
female,other,35-64,20009,329
female,other,65-74,20009,180
female,other,75+,20009,83
female,white,0-17,20009,2279
female,white,18-34,20009,1977
female,white,35-64,20009,3868
female,white,65-74,20009,1395
female,white,75+,20009,1202
male,black,0-17,20009,1
male,black,18-34,20009,37
male,black,35-64,20009,61
male,black,65-74,20009,0
male,black,75+,20009,20
male,other,0-17,20009,771
male,other,18-34,20009,513
male,other,35-64,20009,481
male,other,65-74,20009,46
male,other,75+,20009,51
male,white,0-17,20009,2332
male,white,18-34,20009,1876
male,white,35-64,20009,4006
male,white,65-74,20009,1350
male,white,75+,20009,847
female,black,0-17,20011,0
female,black,18-34,20011,64
female,black,35-64,20011,49
female,black,65-74,20011,16
female,black,75+,20011,24
female,other,0-17,20011,217
female,other,18-34,20011,138
female,other,35-64,20011,121
female,other,65-74,20011,22
female,other,75+,20011,31
female,white,0-17,20011,1568
female,white,18-34,20011,1254
female,white,35-64,20011,2395
female,white,65-74,20011,857
female,white,75+,20011,611
male,black,0-17,20011,0
male,black,18-34,20011,58
male,black,35-64,20011,100
male,black,65-74,20011,8
male,black,75+,20011,0
male,other,0-17,20011,139
male,other,18-34,20011,143
male,other,35-64,20011,224
male,other,65-74,20011,14
male,other,75+,20011,3
male,white,0-17,20011,1677
male,white,18-34,20011,1256
male,white,35-64,20011,2188
male,white,65-74,20011,737
male,white,75+,20011,470
female,black,0-17,20013,6
female,black,18-34,20013,5
female,black,35-64,20013,55
female,black,65-74,20013,9
female,black,75+,20013,5
female,other,0-17,20013,235
female,other,18-34,20013,171
female,other,35-64,20013,181
female,other,65-74,20013,52
female,other,75+,20013,52
