sex,race,age,county,total
male,white,0-17,27001,1171
male,white,18-34,27001,890
male,white,35-64,27001,2900
male,white,65-74,27001,1539
male,white,75+,27001,1097
female,black,0-17,27003,5709
female,black,18-34,27003,3925
female,black,35-64,27003,4961
female,black,65-74,27003,469
female,black,75+,27003,177
female,other,0-17,27003,8824
female,other,18-34,27003,6853
female,other,35-64,27003,8695
female,other,65-74,27003,1125
female,other,75+,27003,692
female,white,0-17,27003,28418
female,white,18-34,27003,26008
female,white,35-64,27003,59497
female,white,65-74,27003,16011
female,white,75+,27003,11134
male,black,0-17,27003,5684
male,black,18-34,27003,3539
male,black,35-64,27003,5596
male,black,65-74,27003,456
male,black,75+,27003,95
male,other,0-17,27003,9849
male,other,18-34,27003,7175
male,other,35-64,27003,8456
male,other,65-74,27003,970
male,other,75+,27003,356
male,white,0-17,27003,28996
male,white,18-34,27003,28126
male,white,35-64,27003,61783
male,white,65-74,27003,14901
male,white,75+,27003,8615
female,black,0-17,27005,89
female,black,18-34,27005,20
female,black,35-64,27005,19
female,black,65-74,27005,0
female,black,75+,27005,0
female,other,0-17,27005,938
female,other,18-34,27005,530
female,other,35-64,27005,665
female,other,65-74,27005,173
female,other,75+,27005,120
female,white,0-17,27005,3149
female,white,18-34,27005,2472
female,white,35-64,27005,5720
female,white,65-74,27005,2159
female,white,75+,27005,1539
male,black,0-17,27005,62
male,black,18-34,27005,67
male,black,35-64,27005,34
male,black,65-74,27005,2
male,black,75+,27005,0
male,other,0-17,27005,781
male,other,18-34,27005,489
male,other,35-64,27005,631
male,other,65-74,27005,159
male,other,75+,27005,101
male,white,0-17,27005,3324
male,white,18-34,27005,2490
male,white,35-64,27005,5965
male,white,65-74,27005,2254
male,white,75+,27005,1308
female,black,0-17,27007,70
female,black,18-34,27007,49
female,black,35-64,27007,89
female,black,65-74,27007,3
female,black,75+,27007,3
female,other,0-17,27007,2449
female,other,18-34,27007,1648
female,other,35-64,27007,1766
female,other,65-74,27007,370
female,other,75+,27007,196
female,white,0-17,27007,2938
female,white,18-34,27007,3935
female,white,35-64,27007,5890
female,white,65-74,27007,2014
female,white,75+,27007,1609
male,black,0-17,27007,232
male,black,18-34,27007,112
male,black,35-64,27007,69
male,black,65-74,27007,9
male,black,75+,27007,0
male,other,0-17,27007,2702
male,other,18-34,27007,1647
male,other,35-64,27007,1690
male,other,65-74,27007,270
male,other,75+,27007,122
male,white,0-17,27007,3209
male,white,18-34,27007,4110
male,white,35-64,27007,5936
male,white,65-74,27007,2064
male,white,75+,27007,1220
female,black,0-17,27009,365
female,black,18-34,27009,258
female,black,35-64,27009,69
female,black,65-74,27009,0
female,black,75+,27009,0
female,other,0-17,27009,809
female,other,18-34,27009,416
female,other,35-64,27009,702
female,other,65-74,27009,31
female,other,75+,27009,89
female,white,0-17,27009,4170
female,white,18-34,27009,3745
female,white,35-64,27009,7046
female,white,65-74,27009,1669
female,white,75+,27009,1399
male,black,0-17,27009,272
male,black,18-34,27009,412
male,black,35-64,27009,244
male,black,65-74,27009,0
male,black,75+,27009,0
male,other,0-17,27009,667
male,other,18-34,27009,434
male,other,35-64,27009,478
male,other,65-74,27009,15
male,other,75+,27009,9
male,white,0-17,27009,4287
male,white,18-34,27009,3864
male,white,35-64,27009,7465
male,white,65-74,27009,1600
male,white,75+,27009,943
female,black,0-17,27011,0
female,black,18-34,27011,0
female,black,35-64,27011,0
female,black,65-74,27011,0
female,black,75+,27011,0
female,other,0-17,27011,37
female,other,18-34,27011,19
female,other,35-64,27011,46
female,other,65-74,27011,5
female,other,75+,27011,4
female,white,0-17,27011,499
female,white,18-34,27011,369
female,white,35-64,27011,855
female,white,65-74,27011,342
female,white,75+,27011,364
male,black,0-17,27011,3
male,black,18-34,27011,6
male,black,35-64,27011,0
male,black,65-74,27011,0
male,black,75+,27011,0
male,other,0-17,27011,54
male,other,18-34,27011,32
male,other,35-64,27011,42
male,other,65-74,27011,0
male,other,75+,27011,15
male,white,0-17,27011,544
male,white,18-34,27011,373
male,white,35-64,27011,907
male,white,65-74,27011,366
male,white,75+,27011,270
female,black,0-17,27013,494
female,black,18-34,27013,550
female,black,35-64,27013,331
female,black,65-74,27013,30
female,black,75+,27013,37
female,other,0-17,27013,777
female,other,18-34,27013,1189
female,other,35-64,27013,671
female,other,65-74,27013,63
female,other,75+,27013,80
female,white,0-17,27013,5236
female,white,18-34,27013,9964
female,white,35-64,27013,9537
female,white,65-74,27013,2913
female,white,75+,27013,2422
male,black,0-17,27013,550
male,black,18-34,27013,623
male,black,35-64,27013,481
male,black,65-74,27013,55
male,black,75+,27013,26
male,other,0-17,27013,1041
male,other,18-34,27013,1435
male,other,35-64,27013,620
male,other,65-74,27013,89
male,other,75+,27013,45
male,white,0-17,27013,5731
male,white,18-34,27013,9969
male,white,35-64,27013,9975
male,white,65-74,27013,2762
male,white,75+,27013,1690
female,black,0-17,27015,63
female,black,18-34,27015,32
female,black,35-64,27015,37
female,black,65-74,27015,0
female,black,75+,27015,0
female,other,0-17,27015,193
female,other,18-34,27015,157
female,other,35-64,27015,237
female,other,65-74,27015,10
female,other,75+,27015,15
female,white,0-17,27015,2493
female,white,18-34,27015,2270
female,white,35-64,27015,4429
female,white,65-74,27015,1506
female,white,75+,27015,1456
male,black,0-17,27015,0
male,black,18-34,27015,67
male,black,35-64,27015,20
male,black,65-74,27015,0
male,black,75+,27015,0
male,other,0-17,27015,144
male,other,18-34,27015,184
male,other,35-64,27015,266
male,other,65-74,27015,51
male,other,75+,27015,31
male,white,0-17,27015,2788
male,white,18-34,27015,2355
male,white,35-64,27015,4464
male,white,65-74,27015,1470
male,white,75+,27015,1088
female,black,0-17,27017,3
female,black,18-34,27017,14
female,black,35-64,27017,28
female,black,65-74,27017,10
female,black,75+,27017,0
female,other,0-17,27017,607
female,other,18-34,27017,335
female,other,35-64,27017,554
female,other,65-74,27017,167
female,other,75+,27017,28
female,white,0-17,27017,3233
female,white,18-34,27017,2636
female,white,35-64,27017,6188
female,white,65-74,27017,1811
female,white,75+,27017,1536
male,black,0-17,27017,77
male,black,18-34,27017,225
male,black,35-64,27017,391
male,black,65-74,27017,15
male,black,75+,27017,0
male,other,0-17,27017,584
male,other,18-34,27017,485
male,other,35-64,27017,726
male,other,65-74,27017,95
male,other,75+,27017,36
male,white,0-17,27017,3512
male,white,18-34,27017,3187
male,white,35-64,27017,7038
male,white,65-74,27017,1867
male,white,75+,27017,1069
female,black,0-17,27019,305
female,black,18-34,27019,264
female,black,35-64,27019,248
female,black,65-74,27019,24
female,black,75+,27019,16
female,other,0-17,27019,2118
female,other,18-34,27019,1281
female,other,35-64,27019,2004
female,other,65-74,27019,213
female,other,75+,27019,89
female,white,0-17,27019,11232
female,white,18-34,27019,8380
female,white,35-64,27019,20352
female,white,65-74,27019,4530
female,white,75+,27019,3151
male,black,0-17,27019,284
male,black,18-34,27019,89
male,black,35-64,27019,363
male,black,65-74,27019,36
male,black,75+,27019,36
male,other,0-17,27019,2227
male,other,18-34,27019,1256
male,other,35-64,27019,2016
male,other,65-74,27019,176
male,other,75+,27019,156
male,white,0-17,27019,11744
male,white,18-34,27019,8677
male,white,35-64,27019,20792
male,white,65-74,27019,4253
male,white,75+,27019,2310
female,black,0-17,27021,19
female,black,18-34,27021,22
female,black,35-64,27021,0
female,black,65-74,27021,4
female,black,75+,27021,0
female,other,0-17,27021,981
female,other,18-34,27021,632
female,other,35-64,27021,798
female,other,65-74,27021,241
female,other,75+,27021,126
female,white,0-17,27021,1890
female,white,18-34,27021,1625
female,white,35-64,27021,4856
female,white,65-74,27021,2166
female,white,75+,27021,1520
male,black,0-17,27021,28
male,black,18-34,27021,11
male,black,35-64,27021,36
male,black,65-74,27021,0
male,black,75+,27021,3
male,other,0-17,27021,1144
male,other,18-34,27021,515
male,other,35-64,27021,744
male,other,65-74,27021,205
male,other,75+,27021,92
male,white,0-17,27021,2179
male,white,18-34,27021,1781
male,white,35-64,27021,5189
male,white,65-74,27021,2425
male,white,75+,27021,1456
female,black,0-17,27023,1
female,black,18-34,27023,0
female,black,35-64,27023,0
female,black,65-74,27023,0
female,black,75+,27023,0
female,other,0-17,27023,301
female,other,18-34,27023,285
female,other,35-64,27023,271
female,other,65-74,27023,58
female,other,75+,27023,0
female,white,0-17,27023,1195
female,white,18-34,27023,855
female,white,35-64,27023,1893
female,white,65-74,27023,680
female,white,75+,27023,689
male,black,0-17,27023,1
male,black,18-34,27023,99
male,black,35-64,27023,12
male,black,65-74,27023,0
male,black,75+,27023,0
male,other,0-17,27023,271
male,other,18-34,27023,323
male,other,35-64,27023,204
male,other,65-74,27023,5
male,other,75+,27023,4
male,white,0-17,27023,1150
male,white,18-34,27023,885
male,white,35-64,27023,1991
male,white,65-74,27023,696
male,white,75+,27023,519
female,black,0-17,27025,23
female,black,18-34,27025,37
female,black,35-64,27025,16
female,black,65-74,27025,6
female,black,75+,27025,0
female,other,0-17,27025,647
female,other,18-34,27025,401
female,other,35-64,27025,608
female,other,65-74,27025,158
female,other,75+,27025,42
female,white,0-17,27025,5635
female,white,18-34,27025,4605
female,white,35-64,27025,10730
female,white,65-74,27025,2738
female,white,75+,27025,1923
male,black,0-17,27025,106
male,black,18-34,27025,263
male,black,35-64,27025,222
male,black,65-74,27025,15
male,black,75+,27025,0
male,other,0-17,27025,706
male,other,18-34,27025,722
male,other,35-64,27025,656
male,other,65-74,27025,133
male,other,75+,27025,8
male,white,0-17,27025,5850
male,white,18-34,27025,5071
male,white,35-64,27025,11620
male,white,65-74,27025,2788
male,white,75+,27025,1705
female,black,0-17,27027,567
female,black,18-34,27027,659
female,black,35-64,27027,286
female,black,65-74,27027,20
female,black,75+,27027,21
female,other,0-17,27027,1089
female,other,18-34,27027,776
female,other,35-64,27027,719
female,other,65-74,27027,72
female,other,75+,27027,85
female,white,0-17,27027,6201
female,white,18-34,27027,7743
female,white,35-64,27027,9996
female,white,65-74,27027,2510
female,white,75+,27027,2209
male,black,0-17,27027,741
male,black,18-34,27027,561
male,black,35-64,27027,285
male,black,65-74,27027,17
male,black,75+,27027,17
male,other,0-17,27027,1089
male,other,18-34,27027,951
male,other,35-64,27027,864
male,other,65-74,27027,99
male,other,75+,27027,60
male,white,0-17,27027,6596
male,white,18-34,27027,7142
male,white,35-64,27027,10268
male,white,65-74,27027,2398
male,white,75+,27027,1587
female,black,0-17,27029,0
female,black,18-34,27029,0
female,black,35-64,27029,1
female,black,65-74,27029,0
female,black,75+,27029,0
female,other,0-17,27029,224
female,other,18-34,27029,116
female,other,35-64,27029,220
female,other,65-74,27029,64
female,other,75+,27029,17
female,white,0-17,27029,823
female,white,18-34,27029,579
female,white,35-64,27029,1335
female,white,65-74,27029,438
female,white,75+,27029,397
male,black,0-17,27029,0
male,black,18-34,27029,9
male,black,35-64,27029,4
male,black,65-74,27029,0
male,black,75+,27029,0
male,other,0-17,27029,235
male,other,18-34,27029,150
male,other,35-64,27029,198
male,other,65-74,27029,63
male,other,75+,27029,25
male,white,0-17,27029,861
male,white,18-34,27029,610
male,white,35-64,27029,1420
male,white,65-74,27029,463
male,white,75+,27029,327
female,black,0-17,27031,0
female,black,18-34,27031,8
female,black,35-64,27031,5
female,black,65-74,27031,0
female,black,75+,27031,5
female,other,0-17,27031,120
female,other,18-34,27031,159
female,other,35-64,27031,114
female,other,65-74,27031,49
female,other,75+,27031,19
female,white,0-17,27031,285
female,white,18-34,27031,309
female,white,35-64,27031,980
female,white,65-74,27031,470
female,white,75+,27031,316
male,black,0-17,27031,0
male,black,18-34,27031,4
male,black,35-64,27031,4
male,black,65-74,27031,0
male,black,75+,27031,0
male,other,0-17,27031,92
male,other,18-34,27031,53
male,other,35-64,27031,143
male,other,65-74,27031,56
male,other,75+,27031,10
male,white,0-17,27031,349
male,white,18-34,27031,345
male,white,35-64,27031,962
male,white,65-74,27031,509
male,white,75+,27031,267
female,black,0-17,27033,39
female,black,18-34,27033,73
female,black,35-64,27033,14
female,black,65-74,27033,0
female,black,75+,27033,0
female,other,0-17,27033,369
female,other,18-34,27033,185
female,other,35-64,27033,290
female,other,65-74,27033,14
female,other,75+,27033,2
female,white,0-17,27033,1005
female,white,18-34,27033,696
female,white,35-64,27033,1693
female,white,65-74,27033,643
female,white,75+,27033,707
male,black,0-17,27033,40
male,black,18-34,27033,35
male,black,35-64,27033,0
male,black,65-74,27033,0
male,black,75+,27033,0
male,other,0-17,27033,362
male,other,18-34,27033,311
male,other,35-64,27033,148
male,other,65-74,27033,86
male,other,75+,27033,7
male,white,0-17,27033,1067
male,white,18-34,27033,827
male,white,35-64,27033,1719
male,white,65-74,27033,610
male,white,75+,27033,516
female,black,0-17,27035,119
female,black,18-34,27035,35
female,black,35-64,27035,46
female,black,65-74,27035,6
female,black,75+,27035,3
female,other,0-17,27035,580
female,other,18-34,27035,355
female,other,35-64,27035,613
female,other,65-74,27035,124
female,other,75+,27035,57
female,white,0-17,27035,6275
female,white,18-34,27035,5228
female,white,35-64,27035,12022
female,white,65-74,27035,4493
female,white,75+,27035,3672
male,black,0-17,27035,71
male,black,18-34,27035,42
male,black,35-64,27035,64
male,black,65-74,27035,0
male,black,75+,27035,7
male,other,0-17,27035,511
male,other,18-34,27035,378
male,other,35-64,27035,783
male,other,65-74,27035,103
male,other,75+,27035,20
male,white,0-17,27035,6388
male,white,18-34,27035,5410
male,white,35-64,27035,12189
male,white,65-74,27035,4593
male,white,75+,27035,2926
female,black,0-17,27037,5347
female,black,18-34,27037,3992
female,black,35-64,27037,5466
female,black,65-74,27037,659
female,black,75+,27037,209
female,other,0-17,27037,12686
female,other,18-34,27037,9189
female,other,35-64,27037,12669
female,other,65-74,27037,1422
female,other,75+,27037,841
female,white,0-17,27037,33957
female,white,18-34,27037,31331
female,white,35-64,27037,70542
female,white,65-74,27037,19783
female,white,75+,27037,14618
male,black,0-17,27037,5547
male,black,18-34,27037,4233
male,black,35-64,27037,6281
male,black,65-74,27037,534
male,black,75+,27037,161
male,other,0-17,27037,13594
male,other,18-34,27037,9694
male,other,35-64,27037,11848
male,other,65-74,27037,1204
male,other,75+,27037,629
male,white,0-17,27037,35785
male,white,18-34,27037,32102
male,white,35-64,27037,70026
male,white,65-74,27037,17529
male,white,75+,27037,10326
female,black,0-17,27039,0
female,black,18-34,27039,30
female,black,35-64,27039,13
female,black,65-74,27039,0
female,black,75+,27039,0
female,other,0-17,27039,291
female,other,18-34,27039,168
female,other,35-64,27039,312
female,other,65-74,27039,12
female,other,75+,27039,19
female,white,0-17,27039,2268
female,white,18-34,27039,1842
female,white,35-64,27039,3717
female,white,65-74,27039,912
female,white,75+,27039,724
male,black,0-17,27039,81
male,black,18-34,27039,60
male,black,35-64,27039,21
male,black,65-74,27039,1
male,black,75+,27039,0
male,other,0-17,27039,246
male,other,18-34,27039,194
male,other,35-64,27039,332
male,other,65-74,27039,24
male,other,75+,27039,27
male,white,0-17,27039,2451
male,white,18-34,27039,1847
male,white,35-64,27039,3875
male,white,65-74,27039,935
male,white,75+,27039,560
female,black,0-17,27041,26
female,black,18-34,27041,58
female,black,35-64,27041,20
female,black,65-74,27041,0
female,black,75+,27041,0
female,other,0-17,27041,266
female,other,18-34,27041,174
female,other,35-64,27041,289
female,other,65-74,27041,66
female,other,75+,27041,14
female,white,0-17,27041,3842
female,white,18-34,27041,3069
female,white,35-64,27041,6833
female,white,65-74,27041,2564
female,white,75+,27041,2280
male,black,0-17,27041,16
male,black,18-34,27041,25
male,black,35-64,27041,31
male,black,65-74,27041,0
male,black,75+,27041,10
male,other,0-17,27041,246
male,other,18-34,27041,315
male,other,35-64,27041,226
male,other,65-74,27041,61
male,other,75+,27041,49
male,white,0-17,27041,4080
male,white,18-34,27041,3328
male,white,35-64,27041,7110
male,white,65-74,27041,2543
male,white,75+,27041,1813
female,black,0-17,27043,0
female,black,18-34,27043,16
female,black,35-64,27043,26
female,black,65-74,27043,0
female,black,75+,27043,0
female,other,0-17,27043,275
female,other,18-34,27043,131
female,other,35-64,27043,262
female,other,65-74,27043,12
female,other,75+,27043,16
female,white,0-17,27043,1206
female,white,18-34,27043,936
female,white,35-64,27043,2313
female,white,65-74,27043,850
female,white,75+,27043,812
male,black,0-17,27043,7
male,black,18-34,27043,6
male,black,35-64,27043,23
male,black,65-74,27043,3
male,black,75+,27043,2
male,other,0-17,27043,224
male,other,18-34,27043,169
male,other,35-64,27043,212
male,other,65-74,27043,26
male,other,75+,27043,13
male,white,0-17,27043,1335
male,white,18-34,27043,1052
male,white,35-64,27043,2491
male,white,65-74,27043,913
male,white,75+,27043,578
female,black,0-17,27045,21
female,black,18-34,27045,22
female,black,35-64,27045,23
female,black,65-74,27045,0
female,black,75+,27045,0
female,other,0-17,27045,128
female,other,18-34,27045,105
female,other,35-64,27045,163
female,other,65-74,27045,18
female,other,75+,27045,18
female,white,0-17,27045,2335
female,white,18-34,27045,1626
female,white,35-64,27045,3655
female,white,65-74,27045,1229
female,white,75+,27045,1191
male,black,0-17,27045,19
male,black,18-34,27045,24
male,black,35-64,27045,22
male,black,65-74,27045,0
male,black,75+,27045,3
male,other,0-17,27045,117
male,other,18-34,27045,98
male,other,35-64,27045,155
male,other,65-74,27045,53
male,other,75+,27045,14
male,white,0-17,27045,2614
male,white,18-34,27045,1697
male,white,35-64,27045,3878
male,white,65-74,27045,1255
male,white,75+,27045,863
female,black,0-17,27047,22
female,black,18-34,27047,49
female,black,35-64,27047,25
female,black,65-74,27047,0
female,black,75+,27047,0
female,other,0-17,27047,741
female,other,18-34,27047,573
female,other,35-64,27047,628
female,other,65-74,27047,98
female,other,75+,27047,40
female,white,0-17,27047,2464
female,white,18-34,27047,2103
female,white,35-64,27047,4878
female,white,65-74,27047,1831
female,white,75+,27047,1798
male,black,0-17,27047,77
male,black,18-34,27047,45
male,black,35-64,27047,169
male,black,65-74,27047,0
male,black,75+,27047,0
male,other,0-17,27047,812
male,other,18-34,27047,560
male,other,35-64,27047,731
male,other,65-74,27047,49
male,other,75+,27047,18
male,white,0-17,27047,2639
male,white,18-34,27047,2156
male,white,35-64,27047,5074
male,white,65-74,27047,1866
male,white,75+,27047,1306
female,black,0-17,27049,181
female,black,18-34,27049,83
female,black,35-64,27049,127
female,black,65-74,27049,0
female,black,75+,27049,0
female,other,0-17,27049,605
female,other,18-34,27049,545
female,other,35-64,27049,671
female,other,65-74,27049,52
female,other,75+,27049,45
female,white,0-17,27049,4357
female,white,18-34,27049,3611
female,white,35-64,27049,8547
female,white,65-74,27049,2803
female,white,75+,27049,2232
male,black,0-17,27049,184
male,black,18-34,27049,77
male,black,35-64,27049,130
male,black,65-74,27049,3
male,black,75+,27049,0
male,other,0-17,27049,637
male,other,18-34,27049,428
male,other,35-64,27049,786
male,other,65-74,27049,69
male,other,75+,27049,17
male,white,0-17,27049,4633
male,white,18-34,27049,3954
male,white,35-64,27049,8675
male,white,65-74,27049,2716
male,white,75+,27049,1676
female,black,0-17,27051,4
female,black,18-34,27051,0
female,black,35-64,27051,11
female,black,65-74,27051,0
female,black,75+,27051,0
female,other,0-17,27051,97
female,other,18-34,27051,27
female,other,35-64,27051,53
female,other,65-74,27051,1
female,other,75+,27051,2
female,white,0-17,27051,600
female,white,18-34,27051,455
female,white,35-64,27051,1026
female,white,65-74,27051,399
female,white,75+,27051,311
male,black,0-17,27051,1
male,black,18-34,27051,12
male,black,35-64,27051,0
male,black,65-74,27051,0
male,black,75+,27051,3
male,other,0-17,27051,55
male,other,18-34,27051,35
male,other,35-64,27051,47
male,other,65-74,27051,4
male,other,75+,27051,7
male,white,0-17,27051,665
male,white,18-34,27051,492
male,white,35-64,27051,1112
male,white,65-74,27051,385
male,white,75+,27051,304
female,black,0-17,27053,26669
female,black,18-34,27053,23134
female,black,35-64,27053,28756
female,black,65-74,27053,4082
female,black,75+,27053,2279
female,other,0-17,27053,40045
female,other,18-34,27053,33213
female,other,35-64,27053,38887
female,other,65-74,27053,4914
female,other,75+,27053,2706
female,white,0-17,27053,69094
female,white,18-34,27053,97169
female,white,35-64,27053,174852
female,white,65-74,27053,52076
female,white,75+,27053,39770
male,black,0-17,27053,27702
male,black,18-34,27053,21926
male,black,35-64,27053,29087
male,black,65-74,27053,3662
male,black,75+,27053,1612
male,other,0-17,27053,40566
male,other,18-34,27053,36076
male,other,35-64,27053,39986
male,other,65-74,27053,4219
male,other,75+,27053,1911
male,white,0-17,27053,72291
male,white,18-34,27053,99546
male,white,35-64,27053,178092
male,white,65-74,27053,47020
male,white,75+,27053,27561
female,black,0-17,27055,0
female,black,18-34,27055,6
female,black,35-64,27055,0
female,black,65-74,27055,0
female,black,75+,27055,0
female,other,0-17,27055,254
female,other,18-34,27055,124
female,other,35-64,27055,158
female,other,65-74,27055,79
female,other,75+,27055,0
female,white,0-17,27055,1775
female,white,18-34,27055,1341
female,white,35-64,27055,3422
female,white,65-74,27055,1191
female,white,75+,27055,977
male,black,0-17,27055,30
male,black,18-34,27055,27
male,black,35-64,27055,3
male,black,65-74,27055,0
male,black,75+,27055,0
male,other,0-17,27055,85
male,other,18-34,27055,83
male,other,35-64,27055,189
male,other,65-74,27055,57
male,other,75+,27055,23
male,white,0-17,27055,1915
male,white,18-34,27055,1506
male,white,35-64,27055,3500
male,white,65-74,27055,1251
male,white,75+,27055,772
female,black,0-17,27057,2
female,black,18-34,27057,41
female,black,35-64,27057,5
female,black,65-74,27057,0
female,black,75+,27057,0
female,other,0-17,27057,316
female,other,18-34,27057,208
female,other,35-64,27057,283
female,other,65-74,27057,60
female,other,75+,27057,50
female,white,0-17,27057,1953
female,white,18-34,27057,1324
female,white,35-64,27057,3699
female,white,65-74,27057,1606
female,white,75+,27057,1113
male,black,0-17,27057,24
male,black,18-34,27057,0
male,black,35-64,27057,35
male,black,65-74,27057,0
male,black,75+,27057,0
male,other,0-17,27057,289
male,other,18-34,27057,233
male,other,35-64,27057,316
male,other,65-74,27057,62
male,other,75+,27057,18
male,white,0-17,27057,2004
male,white,18-34,27057,1423
male,white,35-64,27057,3872
male,white,65-74,27057,1698
male,white,75+,27057,1066
female,black,0-17,27059,39
female,black,18-34,27059,3
female,black,35-64,27059,73
female,black,65-74,27059,138
female,black,75+,27059,0
female,other,0-17,27059,585
female,other,18-34,27059,235
female,other,35-64,27059,458
female,other,65-74,27059,55
female,other,75+,27059,53
female,white,0-17,27059,4174
female,white,18-34,27059,3667
female,white,35-64,27059,7678
female,white,65-74,27059,2053
female,white,75+,27059,1505
male,black,0-17,27059,50
male,black,18-34,27059,44
male,black,35-64,27059,72
male,black,65-74,27059,8
male,black,75+,27059,8
male,other,0-17,27059,413
male,other,18-34,27059,324
male,other,35-64,27059,544
male,other,65-74,27059,34
male,other,75+,27059,2
male,white,0-17,27059,4488
male,white,18-34,27059,3902
male,white,35-64,27059,8128
male,white,65-74,27059,2006
male,white,75+,27059,1195
female,black,0-17,27061,43
female,black,18-34,27061,9
female,black,35-64,27061,31
female,black,65-74,27061,61
female,black,75+,27061,0
female,other,0-17,27061,743
female,other,18-34,27061,421
female,other,35-64,27061,770
female,other,65-74,27061,171
female,other,75+,27061,161
female,white,0-17,27061,3671
female,white,18-34,27061,3027
female,white,35-64,27061,7718
female,white,65-74,27061,3141
female,white,75+,27061,2316
male,black,0-17,27061,49
male,black,18-34,27061,43
male,black,35-64,27061,69
male,black,65-74,27061,0
male,black,75+,27061,0
male,other,0-17,27061,753
male,other,18-34,27061,473
male,other,35-64,27061,734
male,other,65-74,27061,161
male,other,75+,27061,111
male,white,0-17,27061,3924
male,white,18-34,27061,3287
male,white,35-64,27061,8002
male,white,65-74,27061,3328
male,white,75+,27061,1924
female,black,0-17,27063,12
female,black,18-34,27063,4
female,black,35-64,27063,0
female,black,65-74,27063,0
female,black,75+,27063,0
female,other,0-17,27063,142
female,other,18-34,27063,65
female,other,35-64,27063,176
female,other,65-74,27063,5
female,other,75+,27063,17
female,white,0-17,27063,920
female,white,18-34,27063,675
female,white,35-64,27063,1663
female,white,65-74,27063,600
female,white,75+,27063,584
male,black,0-17,27063,14
male,black,18-34,27063,5
male,black,35-64,27063,27
male,black,65-74,27063,0
male,black,75+,27063,0
male,other,0-17,27063,184
male,other,18-34,27063,65
male,other,35-64,27063,65
male,other,65-74,27063,10
male,other,75+,27063,6
male,white,0-17,27063,928
male,white,18-34,27063,844
male,white,35-64,27063,1885
male,white,65-74,27063,618
male,white,75+,27063,450
female,black,0-17,27065,23
female,black,18-34,27065,19
female,black,35-64,27065,10
female,black,65-74,27065,0
female,black,75+,27065,0
female,other,0-17,27065,142
female,other,18-34,27065,86
female,other,35-64,27065,202
female,other,65-74,27065,29
female,other,75+,27065,6
female,white,0-17,27065,1623
female,white,18-34,27065,1235
female,white,35-64,27065,2959
female,white,65-74,27065,996
female,white,75+,27065,762
male,black,0-17,27065,6
male,black,18-34,27065,12
male,black,35-64,27065,12
male,black,65-74,27065,0
male,black,75+,27065,1
male,other,0-17,27065,83
male,other,18-34,27065,85
male,other,35-64,27065,169
male,other,65-74,27065,8
male,other,75+,27065,5
male,white,0-17,27065,1596
male,white,18-34,27065,1332
male,white,35-64,27065,3185
male,white,65-74,27065,1077
male,white,75+,27065,598
female,black,0-17,27067,624
female,black,18-34,27067,255
female,black,35-64,27067,226
female,black,65-74,27067,69
female,black,75+,27067,0
female,other,0-17,27067,1033
female,other,18-34,27067,851
female,other,35-64,27067,881
female,other,65-74,27067,77
female,other,75+,27067,95
female,white,0-17,27067,3514
female,white,18-34,27067,3068
female,white,35-64,27067,6561
female,white,65-74,27067,2359
female,white,75+,27067,2010
male,black,0-17,27067,554
male,black,18-34,27067,342
male,black,35-64,27067,362
male,black,65-74,27067,33
male,black,75+,27067,0
male,other,0-17,27067,1122
male,other,18-34,27067,764
male,other,35-64,27067,872
male,other,65-74,27067,73
male,other,75+,27067,53
male,white,0-17,27067,3897
male,white,18-34,27067,3363
male,white,35-64,27067,6731
male,white,65-74,27067,2452
male,white,75+,27067,1516
female,black,0-17,27069,7
female,black,18-34,27069,4
female,black,35-64,27069,2
female,black,65-74,27069,0
female,black,75+,27069,0
female,other,0-17,27069,30
female,other,18-34,27069,28
female,other,35-64,27069,41
female,other,65-74,27069,35
female,other,75+,27069,1
female,white,0-17,27069,404
female,white,18-34,27069,307
female,white,35-64,27069,682
female,white,65-74,27069,275
female,white,75+,27069,282
male,black,0-17,27069,0
male,black,18-34,27069,6
male,black,35-64,27069,5
male,black,65-74,27069,2
male,black,75+,27069,0
male,other,0-17,27069,24
male,other,18-34,27069,32
male,other,35-64,27069,25
male,other,65-74,27069,14
male,other,75+,27069,2
male,white,0-17,27069,430
male,white,18-34,27069,296
male,white,35-64,27069,742
male,white,65-74,27069,284
male,white,75+,27069,203
female,black,0-17,27071,9
female,black,18-34,27071,16
female,black,35-64,27071,0
female,black,65-74,27071,0
female,black,75+,27071,0
female,other,0-17,27071,200
female,other,18-34,27071,50
female,other,35-64,27071,217
female,other,65-74,27071,90
female,other,75+,27071,16
female,white,0-17,27071,848
female,white,18-34,27071,808
female,white,35-64,27071,2060
female,white,65-74,27071,870
female,white,75+,27071,682
male,black,0-17,27071,1
male,black,18-34,27071,23
male,black,35-64,27071,18
male,black,65-74,27071,0
male,black,75+,27071,0
male,other,0-17,27071,133
male,other,18-34,27071,133
male,other,35-64,27071,186
male,other,65-74,27071,40
male,other,75+,27071,35
male,white,0-17,27071,928
male,white,18-34,27071,851
male,white,35-64,27071,2170
male,white,65-74,27071,979
male,white,75+,27071,587
female,black,0-17,27073,4
female,black,18-34,27073,0
female,black,35-64,27073,9
female,black,65-74,27073,0
female,black,75+,27073,0
female,other,0-17,27073,45
female,other,18-34,27073,20
female,other,35-64,27073,76
female,other,65-74,27073,10
female,other,75+,27073,2
female,white,0-17,27073,616
female,white,18-34,27073,444
