state,race,sex,age,edu,total,repvote
04,white,female,30-39,4-year college,70842,0.518900234
04,white,female,30-39,post-grad,38584,0.518900234
04,white,female,40-49,no hs,13602,0.518900234
04,white,female,40-49,hs,42905,0.518900234
04,white,female,40-49,some college,85877,0.518900234
04,white,female,40-49,4-year college,61608,0.518900234
04,white,female,40-49,post-grad,41990,0.518900234
04,white,female,50-59,no hs,16842,0.518900234
04,white,female,50-59,hs,61715,0.518900234
04,white,female,50-59,some college,108027,0.518900234
04,white,female,50-59,4-year college,59444,0.518900234
04,white,female,50-59,post-grad,39686,0.518900234
04,white,female,60-69,no hs,16104,0.518900234
04,white,female,60-69,hs,75653,0.518900234
04,white,female,60-69,some college,130931,0.518900234
04,white,female,60-69,4-year college,64654,0.518900234
04,white,female,60-69,post-grad,43907,0.518900234
04,white,female,70+,no hs,32344,0.518900234
04,white,female,70+,hs,118953,0.518900234
04,white,female,70+,some college,138209,0.518900234
04,white,female,70+,4-year college,64918,0.518900234
04,white,female,70+,post-grad,48510,0.518900234
04,white,male,18-29,no hs,39514,0.518900234
04,white,male,18-29,hs,116613,0.518900234
04,white,male,18-29,some college,132823,0.518900234
04,white,male,18-29,4-year college,53974,0.518900234
04,white,male,18-29,post-grad,9183,0.518900234
04,white,male,30-39,no hs,19217,0.518900234
04,white,male,30-39,hs,64537,0.518900234
04,white,male,30-39,some college,99527,0.518900234
04,white,male,30-39,4-year college,66731,0.518900234
04,white,male,30-39,post-grad,31378,0.518900234
04,white,male,40-49,no hs,19204,0.518900234
04,white,male,40-49,hs,56942,0.518900234
04,white,male,40-49,some college,88984,0.518900234
04,white,male,40-49,4-year college,59931,0.518900234
04,white,male,40-49,post-grad,35511,0.518900234
04,white,male,50-59,no hs,23325,0.518900234
04,white,male,50-59,hs,67736,0.518900234
04,white,male,50-59,some college,96672,0.518900234
04,white,male,50-59,4-year college,61144,0.518900234
04,white,male,50-59,post-grad,35757,0.518900234
04,white,male,60-69,no hs,17340,0.518900234
04,white,male,60-69,hs,69043,0.518900234
04,white,male,60-69,some college,106786,0.518900234
04,white,male,60-69,4-year college,64456,0.518900234
04,white,male,60-69,post-grad,42832,0.518900234
04,white,male,70+,no hs,22062,0.518900234
04,white,male,70+,hs,73705,0.518900234
04,white,male,70+,some college,110382,0.518900234
04,white,male,70+,4-year college,75037,0.518900234
04,white,male,70+,post-grad,67463,0.518900234
04,black,female,18-29,no hs,2432,0.518900234
04,black,female,18-29,hs,8533,0.518900234
04,black,female,18-29,some college,12565,0.518900234
04,black,female,18-29,4-year college,3965,0.518900234
04,black,female,18-29,post-grad,744,0.518900234
04,black,female,30-39,no hs,1070,0.518900234
04,black,female,30-39,hs,5099,0.518900234
04,black,female,30-39,some college,9306,0.518900234
04,black,female,30-39,4-year college,4336,0.518900234
04,black,female,30-39,post-grad,3296,0.518900234
04,black,female,40-49,no hs,1119,0.518900234
04,black,female,40-49,hs,3412,0.518900234
04,black,female,40-49,some college,6474,0.518900234
04,black,female,40-49,4-year college,3940,0.518900234
04,black,female,40-49,post-grad,3457,0.518900234
04,black,female,50-59,no hs,1200,0.518900234
04,black,female,50-59,hs,2766,0.518900234
04,black,female,50-59,some college,6312,0.518900234
04,black,female,50-59,4-year college,2773,0.518900234
04,black,female,50-59,post-grad,1816,0.518900234
04,black,female,60-69,no hs,1115,0.518900234
04,black,female,60-69,hs,3473,0.518900234
04,black,female,60-69,some college,6693,0.518900234
04,black,female,60-69,4-year college,2714,0.518900234
04,black,female,60-69,post-grad,1865,0.518900234
04,black,female,70+,no hs,1230,0.518900234
04,black,female,70+,hs,2264,0.518900234
04,black,female,70+,some college,3807,0.518900234
04,black,female,70+,4-year college,1464,0.518900234
04,black,female,70+,post-grad,1218,0.518900234
04,black,male,18-29,no hs,4055,0.518900234
04,black,male,18-29,hs,12223,0.518900234
04,black,male,18-29,some college,12670,0.518900234
04,black,male,18-29,4-year college,4258,0.518900234
04,black,male,18-29,post-grad,566,0.518900234
04,black,male,30-39,no hs,2045,0.518900234
04,black,male,30-39,hs,7540,0.518900234
04,black,male,30-39,some college,9707,0.518900234
04,black,male,30-39,4-year college,4155,0.518900234
04,black,male,30-39,post-grad,1757,0.518900234
04,black,male,40-49,no hs,1622,0.518900234
04,black,male,40-49,hs,5525,0.518900234
04,black,male,40-49,some college,8776,0.518900234
04,black,male,40-49,4-year college,3263,0.518900234
04,black,male,40-49,post-grad,2572,0.518900234
04,black,male,50-59,no hs,1774,0.518900234
04,black,male,50-59,hs,4387,0.518900234
04,black,male,50-59,some college,6610,0.518900234
04,black,male,50-59,4-year college,3482,0.518900234
04,black,male,50-59,post-grad,1808,0.518900234
04,black,male,60-69,no hs,1331,0.518900234
04,black,male,60-69,hs,3131,0.518900234
04,black,male,60-69,some college,6648,0.518900234
04,black,male,60-69,4-year college,1735,0.518900234
04,black,male,60-69,post-grad,1998,0.518900234
04,black,male,70+,no hs,918,0.518900234
04,black,male,70+,hs,2047,0.518900234
04,black,male,70+,some college,2637,0.518900234
04,black,male,70+,4-year college,1184,0.518900234
04,black,male,70+,post-grad,1058,0.518900234
04,other,female,18-29,no hs,23418,0.518900234
04,other,female,18-29,hs,56833,0.518900234
04,other,female,18-29,some college,70872,0.518900234
04,other,female,18-29,4-year college,22717,0.518900234
04,other,female,18-29,post-grad,4581,0.518900234
04,other,female,30-39,no hs,11124,0.518900234
04,other,female,30-39,hs,26331,0.518900234
04,other,female,30-39,some college,41598,0.518900234
04,other,female,30-39,4-year college,21802,0.518900234
04,other,female,30-39,post-grad,11695,0.518900234
04,other,female,40-49,no hs,13066,0.518900234
04,other,female,40-49,hs,25719,0.518900234
04,other,female,40-49,some college,32631,0.518900234
04,other,female,40-49,4-year college,17773,0.518900234
04,other,female,40-49,post-grad,12569,0.518900234
04,other,female,50-59,no hs,13988,0.518900234
04,other,female,50-59,hs,21937,0.518900234
04,other,female,50-59,some college,27730,0.518900234
04,other,female,50-59,4-year college,13136,0.518900234
04,other,female,50-59,post-grad,7929,0.518900234
04,other,female,60-69,no hs,14725,0.518900234
04,other,female,60-69,hs,17732,0.518900234
04,other,female,60-69,some college,23607,0.518900234
04,other,female,60-69,4-year college,8426,0.518900234
04,other,female,60-69,post-grad,5850,0.518900234
04,other,female,70+,no hs,19879,0.518900234
04,other,female,70+,hs,14601,0.518900234
04,other,female,70+,some college,13369,0.518900234
04,other,female,70+,4-year college,5126,0.518900234
04,other,female,70+,post-grad,3410,0.518900234
04,other,male,18-29,no hs,31815,0.518900234
04,other,male,18-29,hs,72289,0.518900234
04,other,male,18-29,some college,64766,0.518900234
04,other,male,18-29,4-year college,18226,0.518900234
04,other,male,18-29,post-grad,3558,0.518900234
04,other,male,30-39,no hs,16404,0.518900234
04,other,male,30-39,hs,36419,0.518900234
04,other,male,30-39,some college,38875,0.518900234
04,other,male,30-39,4-year college,18484,0.518900234
04,other,male,30-39,post-grad,8766,0.518900234
04,other,male,40-49,no hs,14380,0.518900234
04,other,male,40-49,hs,27551,0.518900234
04,other,male,40-49,some college,30482,0.518900234
04,other,male,40-49,4-year college,15383,0.518900234
04,other,male,40-49,post-grad,9973,0.518900234
04,other,male,50-59,no hs,15816,0.518900234
04,other,male,50-59,hs,23027,0.518900234
04,other,male,50-59,some college,25359,0.518900234
04,other,male,50-59,4-year college,10624,0.518900234
04,other,male,50-59,post-grad,7596,0.518900234
04,other,male,60-69,no hs,12770,0.518900234
04,other,male,60-69,hs,16293,0.518900234
04,other,male,60-69,some college,17506,0.518900234
04,other,male,60-69,4-year college,7137,0.518900234
04,other,male,60-69,post-grad,5466,0.518900234
04,other,male,70+,no hs,12675,0.518900234
04,other,male,70+,hs,9808,0.518900234
04,other,male,70+,some college,11630,0.518900234
04,other,male,70+,4-year college,4302,0.518900234
04,other,male,70+,post-grad,4516,0.518900234
05,white,female,18-29,no hs,12728,0.642851377
05,white,female,18-29,hs,45126,0.642851377
05,white,female,18-29,some college,66577,0.642851377
05,white,female,18-29,4-year college,27926,0.642851377
05,white,female,18-29,post-grad,5717,0.642851377
05,white,female,30-39,no hs,8566,0.642851377
05,white,female,30-39,hs,33841,0.642851377
05,white,female,30-39,some college,43936,0.642851377
05,white,female,30-39,4-year college,27424,0.642851377
05,white,female,30-39,post-grad,17804,0.642851377
05,white,female,40-49,no hs,7851,0.642851377
05,white,female,40-49,hs,32947,0.642851377
05,white,female,40-49,some college,44570,0.642851377
05,white,female,40-49,4-year college,26826,0.642851377
05,white,female,40-49,post-grad,16273,0.642851377
05,white,female,50-59,no hs,11689,0.642851377
05,white,female,50-59,hs,45122,0.642851377
05,white,female,50-59,some college,45711,0.642851377
05,white,female,50-59,4-year college,24897,0.642851377
05,white,female,50-59,post-grad,12648,0.642851377
05,white,female,60-69,no hs,12947,0.642851377
05,white,female,60-69,hs,53824,0.642851377
05,white,female,60-69,some college,45959,0.642851377
05,white,female,60-69,4-year college,20755,0.642851377
05,white,female,60-69,post-grad,12454,0.642851377
05,white,female,70+,no hs,24219,0.642851377
05,white,female,70+,hs,69600,0.642851377
05,white,female,70+,some college,44922,0.642851377
05,white,female,70+,4-year college,18212,0.642851377
05,white,female,70+,post-grad,13920,0.642851377
05,white,male,18-29,no hs,16879,0.642851377
05,white,male,18-29,hs,64611,0.642851377
05,white,male,18-29,some college,57487,0.642851377
05,white,male,18-29,4-year college,20216,0.642851377
05,white,male,18-29,post-grad,4735,0.642851377
05,white,male,30-39,no hs,9842,0.642851377
05,white,male,30-39,hs,47086,0.642851377
05,white,male,30-39,some college,40385,0.642851377
05,white,male,30-39,4-year college,25057,0.642851377
05,white,male,30-39,post-grad,11184,0.642851377
05,white,male,40-49,no hs,10951,0.642851377
05,white,male,40-49,hs,46137,0.642851377
05,white,male,40-49,some college,39939,0.642851377
05,white,male,40-49,4-year college,20759,0.642851377
05,white,male,40-49,post-grad,12453,0.642851377
05,white,male,50-59,no hs,17003,0.642851377
05,white,male,50-59,hs,54987,0.642851377
05,white,male,50-59,some college,37040,0.642851377
05,white,male,50-59,4-year college,21013,0.642851377
05,white,male,50-59,post-grad,11222,0.642851377
05,white,male,60-69,no hs,16750,0.642851377
05,white,male,60-69,hs,53691,0.642851377
05,white,male,60-69,some college,35162,0.642851377
05,white,male,60-69,4-year college,18556,0.642851377
05,white,male,60-69,post-grad,11627,0.642851377
05,white,male,70+,no hs,19440,0.642851377
05,white,male,70+,hs,44757,0.642851377
05,white,male,70+,some college,35452,0.642851377
05,white,male,70+,4-year college,19568,0.642851377
05,white,male,70+,post-grad,14028,0.642851377
05,black,female,18-29,no hs,3769,0.642851377
05,black,female,18-29,hs,16872,0.642851377
05,black,female,18-29,some college,18521,0.642851377
05,black,female,18-29,4-year college,3815,0.642851377
05,black,female,18-29,post-grad,646,0.642851377
05,black,female,30-39,no hs,1955,0.642851377
05,black,female,30-39,hs,9640,0.642851377
05,black,female,30-39,some college,13416,0.642851377
05,black,female,30-39,4-year college,4956,0.642851377
05,black,female,30-39,post-grad,3114,0.642851377
05,black,female,40-49,no hs,1957,0.642851377
05,black,female,40-49,hs,7930,0.642851377
05,black,female,40-49,some college,10920,0.642851377
05,black,female,40-49,4-year college,4032,0.642851377
