state,race,sex,age,edu,total,repvote
17,white,male,30-39,no hs,24416,0.409799486
17,white,male,30-39,hs,111311,0.409799486
17,white,male,30-39,some college,148360,0.409799486
17,white,male,30-39,4-year college,157921,0.409799486
17,white,male,30-39,post-grad,79224,0.409799486
17,white,male,40-49,no hs,27016,0.409799486
17,white,male,40-49,hs,115678,0.409799486
17,white,male,40-49,some college,140554,0.409799486
17,white,male,40-49,4-year college,127864,0.409799486
17,white,male,40-49,post-grad,77648,0.409799486
17,white,male,50-59,no hs,36896,0.409799486
17,white,male,50-59,hs,155802,0.409799486
17,white,male,50-59,some college,160819,0.409799486
17,white,male,50-59,4-year college,127477,0.409799486
17,white,male,50-59,post-grad,81490,0.409799486
17,white,male,60-69,no hs,33648,0.409799486
17,white,male,60-69,hs,155253,0.409799486
17,white,male,60-69,some college,162033,0.409799486
17,white,male,60-69,4-year college,104004,0.409799486
17,white,male,60-69,post-grad,79184,0.409799486
17,white,male,70+,no hs,43452,0.409799486
17,white,male,70+,hs,141443,0.409799486
17,white,male,70+,some college,115279,0.409799486
17,white,male,70+,4-year college,80011,0.409799486
17,white,male,70+,post-grad,79047,0.409799486
17,black,female,18-29,no hs,17114,0.409799486
17,black,female,18-29,hs,52012,0.409799486
17,black,female,18-29,some college,64773,0.409799486
17,black,female,18-29,4-year college,21624,0.409799486
17,black,female,18-29,post-grad,5301,0.409799486
17,black,female,30-39,no hs,8725,0.409799486
17,black,female,30-39,hs,27916,0.409799486
17,black,female,30-39,some college,50090,0.409799486
17,black,female,30-39,4-year college,18292,0.409799486
17,black,female,30-39,post-grad,15203,0.409799486
17,black,female,40-49,no hs,10187,0.409799486
17,black,female,40-49,hs,25854,0.409799486
17,black,female,40-49,some college,40878,0.409799486
17,black,female,40-49,4-year college,19712,0.409799486
17,black,female,40-49,post-grad,18816,0.409799486
17,black,female,50-59,no hs,10389,0.409799486
17,black,female,50-59,hs,28004,0.409799486
17,black,female,50-59,some college,45695,0.409799486
17,black,female,50-59,4-year college,16866,0.409799486
17,black,female,50-59,post-grad,14078,0.409799486
17,black,female,60-69,no hs,13719,0.409799486
17,black,female,60-69,hs,27381,0.409799486
17,black,female,60-69,some college,42267,0.409799486
17,black,female,60-69,4-year college,13834,0.409799486
17,black,female,60-69,post-grad,11085,0.409799486
17,black,female,70+,no hs,19625,0.409799486
17,black,female,70+,hs,29148,0.409799486
17,black,female,70+,some college,30401,0.409799486
17,black,female,70+,4-year college,8400,0.409799486
17,black,female,70+,post-grad,9333,0.409799486
17,black,male,18-29,no hs,22023,0.409799486
17,black,male,18-29,hs,60865,0.409799486
17,black,male,18-29,some college,54919,0.409799486
17,black,male,18-29,4-year college,16136,0.409799486
17,black,male,18-29,post-grad,3582,0.409799486
17,black,male,30-39,no hs,12557,0.409799486
17,black,male,30-39,hs,36944,0.409799486
17,black,male,30-39,some college,35354,0.409799486
17,black,male,30-39,4-year college,16291,0.409799486
17,black,male,30-39,post-grad,7952,0.409799486
17,black,male,40-49,no hs,12126,0.409799486
17,black,male,40-49,hs,32052,0.409799486
17,black,male,40-49,some college,32255,0.409799486
17,black,male,40-49,4-year college,12563,0.409799486
17,black,male,40-49,post-grad,7511,0.409799486
17,black,male,50-59,no hs,13279,0.409799486
17,black,male,50-59,hs,32505,0.409799486
17,black,male,50-59,some college,31866,0.409799486
17,black,male,50-59,4-year college,13520,0.409799486
17,black,male,50-59,post-grad,8200,0.409799486
17,black,male,60-69,no hs,13176,0.409799486
17,black,male,60-69,hs,26316,0.409799486
17,black,male,60-69,some college,28492,0.409799486
17,black,male,60-69,4-year college,9005,0.409799486
17,black,male,60-69,post-grad,4697,0.409799486
17,black,male,70+,no hs,12856,0.409799486
17,black,male,70+,hs,19502,0.409799486
17,black,male,70+,some college,15918,0.409799486
17,black,male,70+,4-year college,5128,0.409799486
17,black,male,70+,post-grad,5164,0.409799486
17,other,female,18-29,no hs,16257,0.409799486
17,other,female,18-29,hs,52524,0.409799486
17,other,female,18-29,some college,77001,0.409799486
17,other,female,18-29,4-year college,39413,0.409799486
17,other,female,18-29,post-grad,10392,0.409799486
17,other,female,30-39,no hs,8623,0.409799486
17,other,female,30-39,hs,21937,0.409799486
17,other,female,30-39,some college,35799,0.409799486
17,other,female,30-39,4-year college,33161,0.409799486
17,other,female,30-39,post-grad,23950,0.409799486
17,other,female,40-49,no hs,12899,0.409799486
17,other,female,40-49,hs,24015,0.409799486
17,other,female,40-49,some college,27926,0.409799486
17,other,female,40-49,4-year college,30421,0.409799486
17,other,female,40-49,post-grad,23398,0.409799486
17,other,female,50-59,no hs,16474,0.409799486
17,other,female,50-59,hs,20453,0.409799486
17,other,female,50-59,some college,24276,0.409799486
17,other,female,50-59,4-year college,21915,0.409799486
17,other,female,50-59,post-grad,15692,0.409799486
17,other,female,60-69,no hs,17437,0.409799486
17,other,female,60-69,hs,17403,0.409799486
17,other,female,60-69,some college,17775,0.409799486
17,other,female,60-69,4-year college,16979,0.409799486
17,other,female,60-69,post-grad,8517,0.409799486
17,other,female,70+,no hs,20157,0.409799486
17,other,female,70+,hs,14492,0.409799486
17,other,female,70+,some college,10829,0.409799486
17,other,female,70+,4-year college,14038,0.409799486
17,other,female,70+,post-grad,6245,0.409799486
17,other,male,18-29,no hs,21990,0.409799486
17,other,male,18-29,hs,67113,0.409799486
17,other,male,18-29,some college,73064,0.409799486
17,other,male,18-29,4-year college,36052,0.409799486
17,other,male,18-29,post-grad,7642,0.409799486
17,other,male,30-39,no hs,13077,0.409799486
17,other,male,30-39,hs,30235,0.409799486
17,other,male,30-39,some college,35464,0.409799486
17,other,male,30-39,4-year college,31754,0.409799486
17,other,male,30-39,post-grad,18240,0.409799486
17,other,male,40-49,no hs,14721,0.409799486
17,other,male,40-49,hs,28409,0.409799486
17,other,male,40-49,some college,28795,0.409799486
17,other,male,40-49,4-year college,26238,0.409799486
17,other,male,40-49,post-grad,21683,0.409799486
17,other,male,50-59,no hs,19475,0.409799486
17,other,male,50-59,hs,24050,0.409799486
17,other,male,50-59,some college,22724,0.409799486
17,other,male,50-59,4-year college,18705,0.409799486
17,other,male,50-59,post-grad,15908,0.409799486
17,other,male,60-69,no hs,17795,0.409799486
17,other,male,60-69,hs,15752,0.409799486
17,other,male,60-69,some college,15519,0.409799486
17,other,male,60-69,4-year college,13480,0.409799486
17,other,male,60-69,post-grad,9100,0.409799486
17,other,male,70+,no hs,13795,0.409799486
17,other,male,70+,hs,9532,0.409799486
17,other,male,70+,some college,9028,0.409799486
17,other,male,70+,4-year college,10095,0.409799486
17,other,male,70+,post-grad,9087,0.409799486
18,white,female,18-29,no hs,39288,0.601173095
18,white,female,18-29,hs,119973,0.601173095
18,white,female,18-29,some college,159905,0.601173095
18,white,female,18-29,4-year college,77546,0.601173095
18,white,female,18-29,post-grad,14496,0.601173095
18,white,female,30-39,no hs,21671,0.601173095
18,white,female,30-39,hs,68822,0.601173095
18,white,female,30-39,some college,107780,0.601173095
18,white,female,30-39,4-year college,89729,0.601173095
18,white,female,30-39,post-grad,39998,0.601173095
18,white,female,40-49,no hs,20397,0.601173095
18,white,female,40-49,hs,76046,0.601173095
18,white,female,40-49,some college,106534,0.601173095
18,white,female,40-49,4-year college,76143,0.601173095
18,white,female,40-49,post-grad,40632,0.601173095
18,white,female,50-59,no hs,26946,0.601173095
18,white,female,50-59,hs,116400,0.601173095
18,white,female,50-59,some college,111203,0.601173095
18,white,female,50-59,4-year college,67407,0.601173095
18,white,female,50-59,post-grad,33982,0.601173095
18,white,female,60-69,no hs,26486,0.601173095
18,white,female,60-69,hs,138526,0.601173095
18,white,female,60-69,some college,104717,0.601173095
18,white,female,60-69,4-year college,47852,0.601173095
18,white,female,60-69,post-grad,37529,0.601173095
18,white,female,70+,no hs,45253,0.601173095
18,white,female,70+,hs,176703,0.601173095
18,white,female,70+,some college,88684,0.601173095
18,white,female,70+,4-year college,30869,0.601173095
18,white,female,70+,post-grad,36437,0.601173095
18,white,male,18-29,no hs,56769,0.601173095
18,white,male,18-29,hs,157480,0.601173095
18,white,male,18-29,some college,142527,0.601173095
18,white,male,18-29,4-year college,61844,0.601173095
18,white,male,18-29,post-grad,8498,0.601173095
18,white,male,30-39,no hs,28744,0.601173095
18,white,male,30-39,hs,101981,0.601173095
18,white,male,30-39,some college,98407,0.601173095
18,white,male,30-39,4-year college,74038,0.601173095
18,white,male,30-39,post-grad,28674,0.601173095
18,white,male,40-49,no hs,26339,0.601173095
18,white,male,40-49,hs,102965,0.601173095
18,white,male,40-49,some college,100411,0.601173095
18,white,male,40-49,4-year college,64226,0.601173095
18,white,male,40-49,post-grad,33867,0.601173095
18,white,male,50-59,no hs,32108,0.601173095
18,white,male,50-59,hs,134394,0.601173095
18,white,male,50-59,some college,99409,0.601173095
18,white,male,50-59,4-year college,63553,0.601173095
18,white,male,50-59,post-grad,30601,0.601173095
18,white,male,60-69,no hs,28590,0.601173095
18,white,male,60-69,hs,132120,0.601173095
18,white,male,60-69,some college,88752,0.601173095
18,white,male,60-69,4-year college,52732,0.601173095
18,white,male,60-69,post-grad,35375,0.601173095
18,white,male,70+,no hs,30797,0.601173095
18,white,male,70+,hs,109715,0.601173095
18,white,male,70+,some college,66776,0.601173095
18,white,male,70+,4-year college,38144,0.601173095
18,white,male,70+,post-grad,39044,0.601173095
18,black,female,18-29,no hs,6284,0.601173095
18,black,female,18-29,hs,21714,0.601173095
18,black,female,18-29,some college,20911,0.601173095
18,black,female,18-29,4-year college,5420,0.601173095
18,black,female,18-29,post-grad,1748,0.601173095
18,black,female,30-39,no hs,4850,0.601173095
18,black,female,30-39,hs,11126,0.601173095
18,black,female,30-39,some college,17832,0.601173095
18,black,female,30-39,4-year college,6184,0.601173095
18,black,female,30-39,post-grad,3242,0.601173095
18,black,female,40-49,no hs,3841,0.601173095
18,black,female,40-49,hs,9276,0.601173095
18,black,female,40-49,some college,14290,0.601173095
18,black,female,40-49,4-year college,6835,0.601173095
18,black,female,40-49,post-grad,4788,0.601173095
18,black,female,50-59,no hs,3730,0.601173095
18,black,female,50-59,hs,10825,0.601173095
18,black,female,50-59,some college,14415,0.601173095
18,black,female,50-59,4-year college,4213,0.601173095
18,black,female,50-59,post-grad,3370,0.601173095
18,black,female,60-69,no hs,4428,0.601173095
18,black,female,60-69,hs,10407,0.601173095
18,black,female,60-69,some college,11987,0.601173095
18,black,female,60-69,4-year college,3844,0.601173095
18,black,female,60-69,post-grad,2374,0.601173095
18,black,female,70+,no hs,5516,0.601173095
18,black,female,70+,hs,9458,0.601173095
18,black,female,70+,some college,6987,0.601173095
18,black,female,70+,4-year college,1634,0.601173095
18,black,female,70+,post-grad,2098,0.601173095
18,black,male,18-29,no hs,11255,0.601173095
18,black,male,18-29,hs,25399,0.601173095
18,black,male,18-29,some college,18466,0.601173095
18,black,male,18-29,4-year college,3875,0.601173095
18,black,male,18-29,post-grad,614,0.601173095
18,black,male,30-39,no hs,4773,0.601173095
18,black,male,30-39,hs,14555,0.601173095
18,black,male,30-39,some college,12625,0.601173095
18,black,male,30-39,4-year college,4267,0.601173095
18,black,male,30-39,post-grad,1391,0.601173095
18,black,male,40-49,no hs,3254,0.601173095
18,black,male,40-49,hs,14615,0.601173095
18,black,male,40-49,some college,10543,0.601173095
18,black,male,40-49,4-year college,5444,0.601173095
18,black,male,40-49,post-grad,2953,0.601173095
18,black,male,50-59,no hs,4633,0.601173095
18,black,male,50-59,hs,13802,0.601173095
18,black,male,50-59,some college,9951,0.601173095
18,black,male,50-59,4-year college,2933,0.601173095
18,black,male,50-59,post-grad,1812,0.601173095
18,black,male,60-69,no hs,4846,0.601173095
18,black,male,60-69,hs,11083,0.601173095
18,black,male,60-69,some college,7054,0.601173095
18,black,male,60-69,4-year college,2330,0.601173095
18,black,male,60-69,post-grad,1318,0.601173095
18,black,male,70+,no hs,4203,0.601173095
18,black,male,70+,hs,6496,0.601173095
18,black,male,70+,some college,3939,0.601173095
18,black,male,70+,4-year college,1330,0.601173095
18,black,male,70+,post-grad,891,0.601173095
18,other,female,18-29,no hs,7122,0.601173095
18,other,female,18-29,hs,17347,0.601173095
18,other,female,18-29,some college,22212,0.601173095
18,other,female,18-29,4-year college,8861,0.601173095
18,other,female,18-29,post-grad,1716,0.601173095
18,other,female,30-39,no hs,3409,0.601173095
18,other,female,30-39,hs,6294,0.601173095
18,other,female,30-39,some college,10243,0.601173095
18,other,female,30-39,4-year college,7044,0.601173095
18,other,female,30-39,post-grad,4910,0.601173095
18,other,female,40-49,no hs,4256,0.601173095
18,other,female,40-49,hs,6436,0.601173095
18,other,female,40-49,some college,9100,0.601173095
18,other,female,40-49,4-year college,5616,0.601173095
18,other,female,40-49,post-grad,5139,0.601173095
18,other,female,50-59,no hs,3000,0.601173095
18,other,female,50-59,hs,6583,0.601173095
18,other,female,50-59,some college,7517,0.601173095
18,other,female,50-59,4-year college,4404,0.601173095
18,other,female,50-59,post-grad,2730,0.601173095
18,other,female,60-69,no hs,2521,0.601173095
18,other,female,60-69,hs,6109,0.601173095
18,other,female,60-69,some college,5481,0.601173095
18,other,female,60-69,4-year college,2379,0.601173095
18,other,female,60-69,post-grad,2015,0.601173095
18,other,female,70+,no hs,3417,0.601173095
18,other,female,70+,hs,4449,0.601173095
18,other,female,70+,some college,3474,0.601173095
18,other,female,70+,4-year college,1938,0.601173095
18,other,female,70+,post-grad,1181,0.601173095
18,other,male,18-29,no hs,9134,0.601173095
18,other,male,18-29,hs,21982,0.601173095
18,other,male,18-29,some college,19530,0.601173095
18,other,male,18-29,4-year college,7148,0.601173095
18,other,male,18-29,post-grad,1388,0.601173095
18,other,male,30-39,no hs,4879,0.601173095
18,other,male,30-39,hs,9652,0.601173095
18,other,male,30-39,some college,9328,0.601173095
18,other,male,30-39,4-year college,5380,0.601173095
18,other,male,30-39,post-grad,3450,0.601173095
18,other,male,40-49,no hs,3810,0.601173095
18,other,male,40-49,hs,7350,0.601173095
18,other,male,40-49,some college,7956,0.601173095
18,other,male,40-49,4-year college,4613,0.601173095
18,other,male,40-49,post-grad,3833,0.601173095
18,other,male,50-59,no hs,3913,0.601173095
18,other,male,50-59,hs,6891,0.601173095
18,other,male,50-59,some college,6018,0.601173095
18,other,male,50-59,4-year college,3937,0.601173095
18,other,male,50-59,post-grad,3542,0.601173095
18,other,male,60-69,no hs,2926,0.601173095
18,other,male,60-69,hs,5439,0.601173095
18,other,male,60-69,some college,3759,0.601173095
18,other,male,60-69,4-year college,2136,0.601173095
18,other,male,60-69,post-grad,2757,0.601173095
18,other,male,70+,no hs,1878,0.601173095
18,other,male,70+,hs,3231,0.601173095
18,other,male,70+,some college,2054,0.601173095
18,other,male,70+,4-year college,1216,0.601173095
18,other,male,70+,post-grad,1723,0.601173095
19,white,female,18-29,no hs,13695,0.550635478
19,white,female,18-29,hs,46574,0.550635478
19,white,female,18-29,some college,96833,0.550635478
19,white,female,18-29,4-year college,43632,0.550635478
19,white,female,18-29,post-grad,8084,0.550635478
19,white,female,30-39,no hs,5655,0.550635478
19,white,female,30-39,hs,27343,0.550635478
19,white,female,30-39,some college,57820,0.550635478
19,white,female,30-39,4-year college,48726,0.550635478
19,white,female,30-39,post-grad,23728,0.550635478
19,white,female,40-49,no hs,5404,0.550635478
19,white,female,40-49,hs,26798,0.550635478
19,white,female,40-49,some college,58435,0.550635478
19,white,female,40-49,4-year college,40776,0.550635478
19,white,female,40-49,post-grad,20822,0.550635478
19,white,female,50-59,no hs,7273,0.550635478
19,white,female,50-59,hs,45734,0.550635478
19,white,female,50-59,some college,67468,0.550635478
19,white,female,50-59,4-year college,36648,0.550635478
19,white,female,50-59,post-grad,16707,0.550635478
19,white,female,60-69,no hs,6889,0.550635478
19,white,female,60-69,hs,64527,0.550635478
19,white,female,60-69,some college,66399,0.550635478
19,white,female,60-69,4-year college,31630,0.550635478
19,white,female,60-69,post-grad,16297,0.550635478
19,white,female,70+,no hs,16828,0.550635478
19,white,female,70+,hs,94671,0.550635478
19,white,female,70+,some college,53199,0.550635478
19,white,female,70+,4-year college,27110,0.550635478
19,white,female,70+,post-grad,14122,0.550635478
19,white,male,18-29,no hs,18203,0.550635478
19,white,male,18-29,hs,69613,0.550635478
19,white,male,18-29,some college,93920,0.550635478
19,white,male,18-29,4-year college,36153,0.550635478
19,white,male,18-29,post-grad,3985,0.550635478
19,white,male,30-39,no hs,7473,0.550635478
19,white,male,30-39,hs,46677,0.550635478
19,white,male,30-39,some college,57358,0.550635478
19,white,male,30-39,4-year college,40192,0.550635478
19,white,male,30-39,post-grad,15551,0.550635478
19,white,male,40-49,no hs,8507,0.550635478
19,white,male,40-49,hs,47262,0.550635478
19,white,male,40-49,some college,54222,0.550635478
19,white,male,40-49,4-year college,35393,0.550635478
19,white,male,40-49,post-grad,16975,0.550635478
19,white,male,50-59,no hs,9432,0.550635478
19,white,male,50-59,hs,61106,0.550635478
19,white,male,50-59,some college,57348,0.550635478
19,white,male,50-59,4-year college,30783,0.550635478
19,white,male,50-59,post-grad,16657,0.550635478
19,white,male,60-69,no hs,10579,0.550635478
19,white,male,60-69,hs,72975,0.550635478
19,white,male,60-69,some college,54942,0.550635478
19,white,male,60-69,4-year college,29594,0.550635478
19,white,male,60-69,post-grad,15277,0.550635478
19,white,male,70+,no hs,12569,0.550635478
19,white,male,70+,hs,63751,0.550635478
19,white,male,70+,some college,38173,0.550635478
19,white,male,70+,4-year college,23982,0.550635478
19,white,male,70+,post-grad,19592,0.550635478
19,black,female,18-29,no hs,989,0.550635478
19,black,female,18-29,hs,2839,0.550635478
19,black,female,18-29,some college,4429,0.550635478
19,black,female,18-29,4-year college,1770,0.550635478
19,black,female,18-29,post-grad,187,0.550635478
19,black,female,30-39,no hs,937,0.550635478
19,black,female,30-39,hs,2130,0.550635478
19,black,female,30-39,some college,3078,0.550635478
19,black,female,30-39,4-year college,578,0.550635478
19,black,female,30-39,post-grad,342,0.550635478
19,black,female,40-49,no hs,657,0.550635478
19,black,female,40-49,hs,1429,0.550635478
19,black,female,40-49,some college,2559,0.550635478
19,black,female,40-49,4-year college,714,0.550635478
19,black,female,40-49,post-grad,67,0.550635478
19,black,female,50-59,no hs,617,0.550635478
19,black,female,50-59,hs,842,0.550635478
19,black,female,50-59,some college,1103,0.550635478
19,black,female,50-59,4-year college,518,0.550635478
19,black,female,50-59,post-grad,356,0.550635478
19,black,female,60-69,no hs,444,0.550635478
19,black,female,60-69,hs,913,0.550635478
19,black,female,60-69,some college,1817,0.550635478
19,black,female,60-69,4-year college,342,0.550635478
19,black,female,60-69,post-grad,237,0.550635478
19,black,female,70+,no hs,799,0.550635478
19,black,female,70+,hs,646,0.550635478
19,black,female,70+,some college,565,0.550635478
19,black,female,70+,4-year college,133,0.550635478
19,black,female,70+,post-grad,189,0.550635478
19,black,male,18-29,no hs,1842,0.550635478
19,black,male,18-29,hs,4991,0.550635478
19,black,male,18-29,some college,4130,0.550635478
19,black,male,18-29,4-year college,1142,0.550635478
19,black,male,18-29,post-grad,16,0.550635478
19,black,male,30-39,no hs,1083,0.550635478
19,black,male,30-39,hs,3391,0.550635478
19,black,male,30-39,some college,2561,0.550635478
19,black,male,30-39,4-year college,641,0.550635478
19,black,male,30-39,post-grad,437,0.550635478
19,black,male,40-49,no hs,1191,0.550635478
19,black,male,40-49,hs,2730,0.550635478
19,black,male,40-49,some college,1561,0.550635478
19,black,male,40-49,4-year college,709,0.550635478
19,black,male,40-49,post-grad,170,0.550635478
19,black,male,50-59,no hs,937,0.550635478
19,black,male,50-59,hs,1952,0.550635478
19,black,male,50-59,some college,1404,0.550635478
19,black,male,50-59,4-year college,753,0.550635478
19,black,male,50-59,post-grad,207,0.550635478
19,black,male,60-69,no hs,607,0.550635478
19,black,male,60-69,hs,1768,0.550635478
19,black,male,60-69,some college,1076,0.550635478
19,black,male,60-69,4-year college,330,0.550635478
19,black,male,60-69,post-grad,234,0.550635478
19,black,male,70+,no hs,352,0.550635478
19,black,male,70+,hs,327,0.550635478
19,black,male,70+,some college,499,0.550635478
19,black,male,70+,4-year college,112,0.550635478
19,black,male,70+,post-grad,153,0.550635478
19,other,female,18-29,no hs,1732,0.550635478
19,other,female,18-29,hs,6171,0.550635478
19,other,female,18-29,some college,11239,0.550635478
19,other,female,18-29,4-year college,4037,0.550635478
19,other,female,18-29,post-grad,794,0.550635478
19,other,female,30-39,no hs,1532,0.550635478
19,other,female,30-39,hs,3143,0.550635478
19,other,female,30-39,some college,5074,0.550635478
19,other,female,30-39,4-year college,4179,0.550635478
19,other,female,30-39,post-grad,1286,0.550635478
19,other,female,40-49,no hs,1366,0.550635478
19,other,female,40-49,hs,2411,0.550635478
19,other,female,40-49,some college,3869,0.550635478
19,other,female,40-49,4-year college,2252,0.550635478
19,other,female,40-49,post-grad,1458,0.550635478
19,other,female,50-59,no hs,1411,0.550635478
19,other,female,50-59,hs,2182,0.550635478
19,other,female,50-59,some college,3113,0.550635478
19,other,female,50-59,4-year college,2215,0.550635478
19,other,female,50-59,post-grad,929,0.550635478
19,other,female,60-69,no hs,1591,0.550635478
19,other,female,60-69,hs,1826,0.550635478
19,other,female,60-69,some college,1833,0.550635478
19,other,female,60-69,4-year college,1308,0.550635478
19,other,female,60-69,post-grad,499,0.550635478
19,other,female,70+,no hs,1102,0.550635478
19,other,female,70+,hs,1785,0.550635478
19,other,female,70+,some college,795,0.550635478
19,other,female,70+,4-year college,565,0.550635478
19,other,female,70+,post-grad,685,0.550635478
19,other,male,18-29,no hs,2959,0.550635478
19,other,male,18-29,hs,7362,0.550635478
19,other,male,18-29,some college,10320,0.550635478
19,other,male,18-29,4-year college,3530,0.550635478
19,other,male,18-29,post-grad,154,0.550635478
19,other,male,30-39,no hs,1722,0.550635478
19,other,male,30-39,hs,3088,0.550635478
19,other,male,30-39,some college,3970,0.550635478
19,other,male,30-39,4-year college,2966,0.550635478
19,other,male,30-39,post-grad,1555,0.550635478
19,other,male,40-49,no hs,2444,0.550635478
19,other,male,40-49,hs,2463,0.550635478
19,other,male,40-49,some college,3192,0.550635478
19,other,male,40-49,4-year college,1912,0.550635478
19,other,male,40-49,post-grad,1114,0.550635478
19,other,male,50-59,no hs,2232,0.550635478
19,other,male,50-59,hs,3093,0.550635478
19,other,male,50-59,some college,2791,0.550635478
19,other,male,50-59,4-year college,996,0.550635478
19,other,male,50-59,post-grad,1629,0.550635478
19,other,male,60-69,no hs,1528,0.550635478
19,other,male,60-69,hs,1688,0.550635478
19,other,male,60-69,some college,2033,0.550635478
19,other,male,60-69,4-year college,787,0.550635478
19,other,male,60-69,post-grad,779,0.550635478
19,other,male,70+,no hs,1158,0.550635478
19,other,male,70+,hs,1328,0.550635478
19,other,male,70+,some college,709,0.550635478
19,other,male,70+,4-year college,388,0.550635478
19,other,male,70+,post-grad,421,0.550635478
20,white,female,18-29,no hs,12796,0.611114703
20,white,female,18-29,hs,41181,0.611114703
20,white,female,18-29,some college,76802,0.611114703
20,white,female,18-29,4-year college,35886,0.611114703
20,white,female,18-29,post-grad,8235,0.611114703
20,white,female,30-39,no hs,5133,0.611114703
20,white,female,30-39,hs,23149,0.611114703
20,white,female,30-39,some college,46454,0.611114703
20,white,female,30-39,4-year college,41679,0.611114703
20,white,female,30-39,post-grad,23269,0.611114703
20,white,female,40-49,no hs,4298,0.611114703
20,white,female,40-49,hs,22238,0.611114703
20,white,female,40-49,some college,44104,0.611114703
20,white,female,40-49,4-year college,34698,0.611114703
20,white,female,40-49,post-grad,23008,0.611114703
20,white,female,50-59,no hs,6976,0.611114703
20,white,female,50-59,hs,33693,0.611114703
20,white,female,50-59,some college,47924,0.611114703
20,white,female,50-59,4-year college,35058,0.611114703
20,white,female,50-59,post-grad,17751,0.611114703
20,white,female,60-69,no hs,5354,0.611114703
20,white,female,60-69,hs,43968,0.611114703
20,white,female,60-69,some college,52403,0.611114703
20,white,female,60-69,4-year college,31803,0.611114703
20,white,female,60-69,post-grad,20435,0.611114703
20,white,female,70+,no hs,11913,0.611114703
20,white,female,70+,hs,59410,0.611114703
20,white,female,70+,some college,50442,0.611114703
20,white,female,70+,4-year college,23582,0.611114703
20,white,female,70+,post-grad,18516,0.611114703
20,white,male,18-29,no hs,17884,0.611114703
20,white,male,18-29,hs,58547,0.611114703
20,white,male,18-29,some college,75865,0.611114703
20,white,male,18-29,4-year college,31041,0.611114703
20,white,male,18-29,post-grad,5662,0.611114703
20,white,male,30-39,no hs,8793,0.611114703
20,white,male,30-39,hs,34048,0.611114703
20,white,male,30-39,some college,48970,0.611114703
20,white,male,30-39,4-year college,37733,0.611114703
20,white,male,30-39,post-grad,16632,0.611114703
20,white,male,40-49,no hs,7420,0.611114703
20,white,male,40-49,hs,30607,0.611114703
20,white,male,40-49,some college,43852,0.611114703
20,white,male,40-49,4-year college,32302,0.611114703
20,white,male,40-49,post-grad,18240,0.611114703
20,white,male,50-59,no hs,8492,0.611114703
20,white,male,50-59,hs,45404,0.611114703
20,white,male,50-59,some college,41316,0.611114703
20,white,male,50-59,4-year college,30281,0.611114703
20,white,male,50-59,post-grad,17456,0.611114703
20,white,male,60-69,no hs,8144,0.611114703
20,white,male,60-69,hs,44904,0.611114703
20,white,male,60-69,some college,46369,0.611114703
20,white,male,60-69,4-year college,30963,0.611114703
20,white,male,60-69,post-grad,17497,0.611114703
20,white,male,70+,no hs,7984,0.611114703
20,white,male,70+,hs,38984,0.611114703
20,white,male,70+,some college,34373,0.611114703
20,white,male,70+,4-year college,22975,0.611114703
20,white,male,70+,post-grad,20056,0.611114703
20,black,female,18-29,no hs,825,0.611114703
20,black,female,18-29,hs,5471,0.611114703
20,black,female,18-29,some college,5501,0.611114703
20,black,female,18-29,4-year college,1619,0.611114703
20,black,female,18-29,post-grad,342,0.611114703
20,black,female,30-39,no hs,692,0.611114703
20,black,female,30-39,hs,1993,0.611114703
20,black,female,30-39,some college,3894,0.611114703
20,black,female,30-39,4-year college,1807,0.611114703
20,black,female,30-39,post-grad,1109,0.611114703
20,black,female,40-49,no hs,801,0.611114703
20,black,female,40-49,hs,1786,0.611114703
20,black,female,40-49,some college,3685,0.611114703
20,black,female,40-49,4-year college,1407,0.611114703
20,black,female,40-49,post-grad,1239,0.611114703
20,black,female,50-59,no hs,619,0.611114703
20,black,female,50-59,hs,1627,0.611114703
20,black,female,50-59,some college,3591,0.611114703
20,black,female,50-59,4-year college,845,0.611114703
20,black,female,50-59,post-grad,923,0.611114703
20,black,female,60-69,no hs,690,0.611114703
20,black,female,60-69,hs,2529,0.611114703
20,black,female,60-69,some college,3222,0.611114703
20,black,female,60-69,4-year college,1018,0.611114703
20,black,female,60-69,post-grad,573,0.611114703
20,black,female,70+,no hs,1282,0.611114703
20,black,female,70+,hs,2633,0.611114703
20,black,female,70+,some college,1754,0.611114703
20,black,female,70+,4-year college,916,0.611114703
20,black,female,70+,post-grad,818,0.611114703
20,black,male,18-29,no hs,2272,0.611114703
20,black,male,18-29,hs,6227,0.611114703
20,black,male,18-29,some college,8472,0.611114703
20,black,male,18-29,4-year college,1484,0.611114703
20,black,male,18-29,post-grad,149,0.611114703
20,black,male,30-39,no hs,1497,0.611114703
20,black,male,30-39,hs,3577,0.611114703
20,black,male,30-39,some college,3157,0.611114703
20,black,male,30-39,4-year college,1950,0.611114703
20,black,male,30-39,post-grad,1062,0.611114703
20,black,male,40-49,no hs,1277,0.611114703
20,black,male,40-49,hs,3857,0.611114703
20,black,male,40-49,some college,3180,0.611114703
20,black,male,40-49,4-year college,1507,0.611114703
20,black,male,40-49,post-grad,773,0.611114703
20,black,male,50-59,no hs,970,0.611114703
20,black,male,50-59,hs,3965,0.611114703
20,black,male,50-59,some college,2862,0.611114703
20,black,male,50-59,4-year college,992,0.611114703
20,black,male,50-59,post-grad,652,0.611114703
